,rank,bib,name,country,sex,division,divisionType,finDivPos,finSexPos,finOvrPos,isDNF,swimLegTime,swimNetTime,t1LegTime,t1NetTime,bikeLegTime,bikeNetTime,t2LegTime,t2NetTime,finishLegTime,finishNetTime
1029,1030.0,1469,Marcelo Dutilh,CHI,M,M55-59,AG,37.0,827.0,920.0,False,00:33:46.297,00:33:46.297,00:06:44.561,00:40:30.858,03:07:23.781,03:47:54.639,00:06:28.45,03:54:23.089,02:31:49.885,06:26:12.974
1030,1031.0,1140,Humberto Vargas,ARG,M,M55-59,AG,38.0,828.0,921.0,False,00:46:15.518,00:46:15.518,00:08:44.18,00:54:59.698,03:04:43.86,03:59:43.558,00:04:53.386,04:04:36.944,02:21:37.331,06:26:14.275
1031,1032.0,1178,Aquiles Vargas,CHI,M,M55-59,AG,39.0,829.0,922.0,False,00:40:14.821,00:40:14.821,00:07:29.475,00:47:44.296,03:06:09.786,03:53:54.082,00:04:10.25,03:58:04.332,02:28:11.932,06:26:16.264
1032,1033.0,1127,Daniel Martorell,CHI,M,M40-44,AG,169.0,830.0,923.0,False,00:44:34.067,00:44:34.067,00:07:09.494,00:51:43.561,03:11:52.828,04:03:36.389,00:04:39.774,04:08:16.163,02:18:27.565,06:26:43.728
1033,1034.0,1635,Team Delulu Team,CHI,F,FRelay,RELAY,10.0,10.0,82.0,False,00:38:30.897,00:38:30.897,00:04:20.075,00:42:50.972,03:40:30.563,04:23:21.535,00:02:29.511,04:25:51.046,02:01:09.077,06:27:00.123
1034,1035.0,621,Jesus Masso Fierro,CHI,M,M45-49,AG,135.0,831.0,924.0,False,00:45:52.536,00:45:52.536,00:07:15.803,00:53:08.339,03:06:07.55,03:59:15.889,00:05:28.188,04:04:44.077,02:22:45.936,06:27:30.013
1035,1036.0,890,Mauricio Mendoza Pepay,CHI,M,M35-39,AG,136.0,832.0,925.0,False,00:47:39.677,00:47:39.677,00:06:17.90,00:53:57.577,03:08:20.809,04:02:18.386,00:05:04.129,04:07:22.515,02:20:11.17,06:27:33.685
1036,1037.0,882,Jorge Jara,CHI,M,M45-49,AG,136.0,833.0,926.0,False,00:44:07.717,00:44:07.717,00:07:27.728,00:51:35.445,03:10:01.363,04:01:36.808,00:05:16.598,04:06:53.406,02:20:46.127,06:27:39.533
1037,1038.0,324,Jessica Rodríguez Medina,CHI,F,F45-49,AG,10.0,94.0,927.0,False,00:41:00.404,00:41:00.404,00:05:52.904,00:46:53.308,03:15:53.304,04:02:46.612,00:03:21.844,04:06:08.456,02:21:46.018,06:27:54.474
1038,1039.0,1107,Mauricio Portius,CHI,M,M50-54,AG,99.0,834.0,928.0,False,00:41:46.649,00:41:46.649,00:05:19.061,00:47:05.71,03:01:45.954,03:48:51.664,00:04:42.031,03:53:33.695,02:34:28.752,06:28:02.447
1039,1040.0,1643,Team Quintas,CHI,M,MRelay,RELAY,39.0,39.0,83.0,False,00:41:54.399,00:41:54.399,00:05:12.057,00:47:06.456,03:34:56.773,04:22:03.229,00:02:24.766,04:24:27.995,02:03:36.397,06:28:04.392
1040,1041.0,1348,Cristian Figueroa,CHI,M,M70-74,AG,3.0,835.0,929.0,False,00:37:20.152,00:37:20.152,00:07:48.937,00:45:09.089,03:11:49.593,03:56:58.682,00:04:32.579,04:01:31.261,02:26:35.498,06:28:06.759
1041,1042.0,1407,Hugo Maitre Rubilar,CHI,M,M45-49,AG,137.0,836.0,930.0,False,00:39:38.941,00:39:38.941,00:05:18.28,00:44:57.221,03:03:09.942,03:48:07.163,00:06:16.043,03:54:23.206,02:33:47.955,06:28:11.161
1042,1043.0,1192,Jose Miguel Kneer Gonzalez,CHI,M,M40-44,AG,170.0,837.0,931.0,False,00:50:24.342,00:50:24.342,00:07:28.833,00:57:53.175,03:09:38.238,04:07:31.413,00:04:52.18,04:12:23.593,02:15:52.166,06:28:15.759
1043,1044.0,411,Mario Ramirez,CHI,M,M50-54,AG,100.0,838.0,932.0,False,00:47:07.543,00:47:07.543,00:06:42.889,00:53:50.432,03:02:07.161,03:55:57.593,00:08:40.214,04:04:37.807,02:23:44.218,06:28:22.025
1044,1045.0,883,Francisco Sagredo,CHI,M,M50-54,AG,101.0,839.0,933.0,False,00:43:47.962,00:43:47.962,00:08:07.424,00:51:55.386,03:11:42.598,04:03:37.984,00:07:17.43,04:10:55.414,02:17:36.287,06:28:31.701
1045,1046.0,474,Edison Rubio,CHI,M,M35-39,AG,137.0,840.0,934.0,False,00:45:14.554,00:45:14.554,00:06:58.906,00:52:13.46,03:07:42.156,03:59:55.616,00:04:58.352,04:04:53.968,02:23:38.174,06:28:32.142
1046,1047.0,1562,Gabriel Velasquez,CHI,M,M35-39,AG,138.0,841.0,935.0,False,00:43:45.425,00:43:45.425,00:06:05.242,00:49:50.667,03:21:20.882,04:11:11.549,00:05:47.879,04:16:59.428,02:11:42.929,06:28:42.357
1047,1048.0,497,Jennifer Gallegos Yevenes,CHI,F,F40-44,AG,22.0,95.0,936.0,False,00:47:30.538,00:47:30.538,00:06:52.462,00:54:23.00,03:13:45.003,04:08:08.003,00:09:44.516,04:17:52.519,02:10:56.069,06:28:48.588
1048,1049.0,1670,Team Molco,CHI,M,MRelay,RELAY,40.0,40.0,84.0,False,00:51:57.36,00:51:57.36,00:03:53.154,00:55:50.514,03:08:27.571,04:04:18.085,00:02:45.023,04:07:03.108,02:21:47.573,06:28:50.681
1049,1050.0,304,Javiera Avila,CHI,F,F35-39,AG,27.0,96.0,937.0,False,00:39:05.312,00:39:05.312,00:07:03.683,00:46:08.995,03:12:33.203,03:58:42.198,00:05:06.031,04:03:48.229,02:25:27.788,06:29:16.017
1050,1051.0,749,Norberto Bermudez,CHI,M,M50-54,AG,102.0,842.0,938.0,False,00:45:25.545,00:45:25.545,00:13:32.872,00:58:58.417,03:20:38.602,04:19:37.019,00:10:09.50,04:29:46.519,01:59:30.213,06:29:16.732
1051,1052.0,917,Anthony Albornoz Araya,CHI,M,M55-59,AG,40.0,843.0,939.0,False,00:48:06.759,00:48:06.759,00:07:12.627,00:55:19.386,03:10:55.27,04:06:14.656,00:07:16.379,04:13:31.035,02:16:00.033,06:29:31.068
1052,1053.0,1401,Tomás Ibarra,CHI,M,M50-54,AG,103.0,844.0,940.0,False,00:37:03.707,00:37:03.707,00:08:44.393,00:45:48.10,02:55:44.203,03:41:32.303,00:05:06.578,03:46:38.881,02:43:01.085,06:29:39.966
1053,1054.0,939,Rolando Barrera,CHI,M,M35-39,AG,139.0,845.0,941.0,False,00:50:27.773,00:50:27.773,00:07:18.355,00:57:46.128,03:01:32.289,03:59:18.417,00:05:23.547,04:04:41.964,02:24:58.448,06:29:40.412
1054,1055.0,1151,Patricio Delgado Barrientos,CHI,M,M50-54,AG,104.0,846.0,942.0,False,00:57:32.399,00:57:32.399,00:09:47.921,01:07:20.32,03:11:30.222,04:18:50.542,00:06:14.141,04:25:04.683,02:04:41.346,06:29:46.029
1055,1056.0,529,Susanne Hornauer,CHI,F,F30-34,AG,16.0,97.0,943.0,False,00:47:55.408,00:47:55.408,00:06:12.689,00:54:08.097,03:04:38.871,03:58:46.968,00:04:02.832,04:02:49.80,02:27:02.663,06:29:52.463
1056,1057.0,772,Diego Barriga,CHI,M,M35-39,AG,140.0,847.0,944.0,False,00:58:56.928,00:58:56.928,00:06:35.997,01:05:32.925,03:03:12.414,04:08:45.339,00:04:49.535,04:13:34.874,02:16:20.596,06:29:55.47
1057,1058.0,1370,José Luis López Améstica,CHI,M,M30-34,AG,133.0,848.0,945.0,False,00:48:45.232,00:48:45.232,00:08:17.834,00:57:03.066,03:13:27.402,04:10:30.468,00:06:03.77,04:16:34.238,02:13:28.393,06:30:02.631
1058,1059.0,909,Sergio Avalos,CHI,M,M35-39,AG,141.0,849.0,946.0,False,00:49:01.03,00:49:01.03,00:07:34.117,00:56:35.147,03:02:38.567,03:59:13.714,00:08:38.074,04:07:51.788,02:22:23.69,06:30:15.478
1059,1060.0,1025,Nicolas Enrique Acevedo Lorca,CHI,M,M40-44,AG,171.0,850.0,947.0,False,00:46:48.339,00:46:48.339,00:08:24.879,00:55:13.218,02:57:11.879,03:52:25.097,00:06:34.031,03:58:59.128,02:31:16.901,06:30:16.029
1060,1061.0,1621,Team Team Vikingas del Lafquen,CHI,F,FRelay,RELAY,11.0,11.0,85.0,False,00:48:20.997,00:48:20.997,00:04:16.791,00:52:37.788,03:20:16.469,04:12:54.257,00:02:36.734,04:15:30.991,02:14:54.952,06:30:25.943
1061,1062.0,1371,Pablo Yañez,CHI,M,M35-39,AG,142.0,851.0,948.0,False,00:43:53.028,00:43:53.028,00:07:36.916,00:51:29.944,03:10:32.145,04:02:02.089,00:06:12.883,04:08:14.972,02:22:20.826,06:30:35.798
1062,1063.0,55,Andrés Federico Ibáñez Schaerer,ARG,M,M55-59,AG,41.0,852.0,949.0,False,00:38:06.225,00:38:06.225,00:07:10.083,00:45:16.308,03:21:26.715,04:06:43.023,00:04:26.789,04:11:09.812,02:19:31.131,06:30:40.943
1063,1064.0,916,Rodrigo Vergara,CHI,M,M30-34,AG,134.0,853.0,950.0,False,00:39:26.984,00:39:26.984,00:06:48.855,00:46:15.839,03:37:02.976,04:23:18.815,00:02:56.289,04:26:15.104,02:04:25.858,06:30:40.962
1064,1065.0,1459,Diego Alejandro Gatica Pizarro,CHI,M,M35-39,AG,143.0,854.0,951.0,False,00:43:27.495,00:43:27.495,00:06:37.429,00:50:04.924,03:12:45.313,04:02:50.237,00:04:38.465,04:07:28.702,02:23:23.576,06:30:52.278
1065,1066.0,745,Nelson Mauricio Avila Martin,ARG,M,M50-54,AG,105.0,855.0,952.0,False,00:55:59.874,00:55:59.874,00:06:27.926,01:02:27.80,03:26:27.902,04:28:55.702,00:05:16.54,04:34:12.242,01:56:46.928,06:30:59.17
1066,1067.0,1448,Francisco Jesus Gomez Fuentes,CHI,M,M35-39,AG,144.0,856.0,953.0,False,00:45:22.421,00:45:22.421,00:05:43.313,00:51:05.734,03:16:51.00,04:07:56.734,00:04:09.00,04:12:05.734,02:18:54.67,06:31:00.404
1067,1068.0,1163,Joaquin Riesco,CHI,M,M40-44,AG,172.0,857.0,954.0,False,00:38:55.615,00:38:55.615,00:08:08.845,00:47:04.46,03:09:21.902,03:56:26.362,00:07:40.512,04:04:06.874,02:27:14.12,06:31:20.994
1068,1069.0,600,Pablo Garces,CHI,M,M40-44,AG,173.0,858.0,955.0,False,00:44:58.557,00:44:58.557,00:07:54.317,00:52:52.874,03:09:58.442,04:02:51.316,00:04:46.949,04:07:38.265,02:23:48.323,06:31:26.588
1069,1070.0,1024,Maria Gabriela Sandoval Contreras,CHI,F,F40-44,AG,23.0,98.0,956.0,False,00:48:51.297,00:48:51.297,00:06:21.437,00:55:12.734,03:20:07.781,04:15:20.515,00:04:48.012,04:20:08.527,02:11:48.143,06:31:56.67
1070,1071.0,1663,Team Otoft24,CHI,M,MRelay,RELAY,41.0,41.0,86.0,False,00:45:20.949,00:45:20.949,00:04:16.874,00:49:37.823,03:51:03.617,04:40:41.44,00:02:41.176,04:43:22.616,01:48:36.756,06:31:59.372
1071,1072.0,1061,Daniela Diaz,ARG,F,F40-44,AG,24.0,99.0,957.0,False,00:39:00.583,00:39:00.583,00:05:50.065,00:44:50.648,03:21:43.363,04:06:34.011,00:05:05.668,04:11:39.679,02:20:30.096,06:32:09.775
1072,1073.0,839,Juan Sebastian Muñoz Groff,CHI,M,M40-44,AG,174.0,859.0,958.0,False,00:44:29.856,00:44:29.856,00:10:48.682,00:55:18.538,03:23:16.704,04:18:35.242,00:07:51.726,04:26:26.968,02:05:51.842,06:32:18.81
1073,1074.0,1632,Team Simbo Team,CHI,MF,MFRelay,RELAY,35.0,35.0,87.0,False,00:46:26.824,00:46:26.824,00:04:19.222,00:50:46.046,03:15:59.523,04:06:45.569,00:02:56.875,04:09:42.444,02:22:44.108,06:32:26.552
1074,1075.0,906,Tomás Berlinger Montané,CHI,M,M40-44,AG,175.0,860.0,959.0,False,00:29:49.701,00:29:49.701,00:06:19.283,00:36:08.984,03:05:26.453,03:41:35.437,00:05:16.707,03:46:52.144,02:45:51.62,06:32:43.764
1075,1076.0,633,Rodrigo Ignacio Carriel Leiva,CHI,M,M25-29,AG,71.0,861.0,960.0,False,00:41:59.492,00:41:59.492,00:07:30.003,00:49:29.495,03:02:42.715,03:52:12.21,00:05:41.77,03:57:53.98,02:34:52.451,06:32:46.431
1076,1077.0,1104,Rodrigo Correa,CHI,M,M60-64,AG,19.0,862.0,961.0,False,00:36:46.28,00:36:46.28,00:06:42.884,00:43:29.164,03:02:50.488,03:46:19.652,00:05:32.598,03:51:52.25,02:41:02.846,06:32:55.096
1077,1078.0,860,Manuel Gutierrez Calderon,CHI,M,M35-39,AG,145.0,863.0,962.0,False,00:41:14.206,00:41:14.206,00:06:37.965,00:47:52.171,03:18:23.36,04:06:15.531,00:09:24.476,04:15:40.007,02:17:33.475,06:33:13.482
1078,1079.0,528,Javier Cuadra,CHI,M,M40-44,AG,176.0,864.0,963.0,False,00:45:33.206,00:45:33.206,00:07:30.352,00:53:03.558,03:06:06.179,03:59:09.737,00:05:35.102,04:04:44.839,02:28:44.51,06:33:29.349
1079,1080.0,1079,Hernan Cofre Sepulveda,CHI,M,M40-44,AG,177.0,865.0,964.0,False,00:50:01.415,00:50:01.415,00:05:41.131,00:55:42.546,03:18:25.175,04:14:07.721,00:04:28.508,04:18:36.229,02:15:01.319,06:33:37.548
1080,1081.0,1034,Danilo Reyes,CHI,M,M50-54,AG,106.0,866.0,965.0,False,00:44:20.895,00:44:20.895,00:07:36.674,00:51:57.569,03:11:54.293,04:03:51.862,00:05:28.879,04:09:20.741,02:24:27.803,06:33:48.544
1081,1082.0,777,Cesar Millacoy,CHI,M,M50-54,AG,107.0,867.0,966.0,False,00:49:17.273,00:49:17.273,00:11:52.00,01:01:09.273,03:13:15.418,04:14:24.691,00:08:02.50,04:22:27.191,02:11:22.131,06:33:49.322
1082,1083.0,402,Monserrat Arroyo,CHI,F,F35-39,AG,28.0,100.0,967.0,False,00:48:32.007,00:48:32.007,00:07:25.469,00:55:57.476,03:13:36.219,04:09:33.695,00:04:57.421,04:14:31.116,02:19:20.764,06:33:51.88
1083,1084.0,276,Jorge Enrique Briones Polanco,CHI,M,M45-49,AG,138.0,868.0,968.0,False,00:49:23.987,00:49:23.987,00:07:29.555,00:56:53.542,03:07:49.156,04:04:42.698,00:06:31.758,04:11:14.456,02:22:46.772,06:34:01.228
1084,1085.0,918,Fernando Diaz,ARG,M,M35-39,AG,146.0,869.0,969.0,False,00:38:09.51,00:38:09.51,00:05:38.418,00:43:47.928,02:45:15.731,03:29:03.659,00:05:35.301,03:34:38.96,02:59:25.135,06:34:04.095
1085,1086.0,1032,Nestor Revelante,ARG,M,M65-69,AG,6.0,870.0,970.0,False,00:59:07.128,00:59:07.128,00:05:52.59,01:04:59.718,02:48:50.422,03:53:50.14,00:10:28.629,04:04:18.769,02:29:51.553,06:34:10.322
1086,1087.0,649,Mylena Diaz Roa,CHI,F,F45-49,AG,11.0,101.0,971.0,False,00:48:30.244,00:48:30.244,00:06:58.661,00:55:28.905,03:08:24.864,04:03:53.769,00:05:02.695,04:08:56.464,02:25:14.108,06:34:10.572
1087,1088.0,609,Franco Felipe Hidalgo Maureira,CHI,M,M35-39,AG,147.0,871.0,972.0,False,00:42:39.505,00:42:39.505,00:07:40.376,00:50:19.881,03:13:10.399,04:03:30.28,00:07:49.891,04:11:20.171,02:22:55.893,06:34:16.064
1088,1089.0,1152,Julio Bravo Villarroel,CHI,M,M45-49,AG,139.0,872.0,973.0,False,00:46:10.828,00:46:10.828,00:07:21.328,00:53:32.156,03:04:30.492,03:58:02.648,00:05:01.008,04:03:03.656,02:31:22.014,06:34:25.67
1089,1090.0,1504,Cristian David Cruz Vera,CHI,M,M40-44,AG,178.0,873.0,974.0,False,01:02:08.112,01:02:08.112,00:06:51.907,01:09:00.019,03:11:41.625,04:20:41.644,00:05:04.695,04:25:46.339,02:08:40.401,06:34:26.74
1090,1091.0,778,Jorge Dolezal,CHI,M,M45-49,AG,140.0,874.0,975.0,False,00:48:34.923,00:48:34.923,00:06:07.888,00:54:42.811,02:52:42.781,03:47:25.592,00:06:46.594,03:54:12.186,02:40:16.514,06:34:28.70
1091,1092.0,1277,Pedro Urzua,CHI,M,M45-49,AG,141.0,875.0,976.0,False,00:42:39.382,00:42:39.382,00:06:35.437,00:49:14.819,03:15:59.531,04:05:14.35,00:07:29.262,04:12:43.612,02:21:52.85,06:34:36.462
1092,1093.0,905,Nicolas Correa,CHI,M,M30-34,AG,135.0,876.0,977.0,False,00:34:30.228,00:34:30.228,00:05:26.65,00:39:56.878,02:46:49.586,03:26:46.464,00:04:27.961,03:31:14.425,03:03:35.58,06:34:50.005
1093,1094.0,1109,Ivan Isai Santiago Tenango,MEX,M,M25-29,AG,72.0,877.0,978.0,False,00:39:53.363,00:39:53.363,00:09:00.195,00:48:53.558,03:06:54.383,03:55:47.941,00:05:36.234,04:01:24.175,02:33:44.085,06:35:08.26
1094,1095.0,1158,Jorge Roberto Caldera Cofre,CHI,M,M40-44,AG,179.0,878.0,979.0,False,00:49:50.125,00:49:50.125,00:07:13.405,00:57:03.53,03:06:53.305,04:03:56.835,00:07:00.899,04:10:57.734,02:24:18.029,06:35:15.763
1095,1096.0,768,Patricio Rodriguez,CHI,M,M35-39,AG,148.0,879.0,980.0,False,00:54:02.847,00:54:02.847,00:10:19.207,01:04:22.054,03:06:31.383,04:10:53.437,00:05:49.504,04:16:42.941,02:18:52.838,06:35:35.779
1096,1097.0,1685,Team Chiguayante,CHI,F,FRelay,RELAY,12.0,12.0,88.0,False,00:48:57.444,00:48:57.444,00:04:01.672,00:52:59.116,03:24:32.809,04:17:31.925,00:02:33.258,04:20:05.183,02:15:32.037,06:35:37.22
1097,1098.0,678,Freddy Albornoz Badilla,CHI,M,M45-49,AG,142.0,880.0,981.0,False,00:39:57.817,00:39:57.817,00:05:01.655,00:44:59.472,03:05:36.731,03:50:36.203,00:05:11.382,03:55:47.585,02:39:54.944,06:35:42.529
1098,1099.0,321,Vicente Vargas,CHI,M,M30-34,AG,136.0,881.0,982.0,False,00:37:43.831,00:37:43.831,00:05:45.84,00:43:29.671,03:16:40.93,04:00:10.601,00:04:06.871,04:04:17.472,02:31:27.092,06:35:44.564
1099,1100.0,1031,Julian Iturbe,ARG,M,M50-54,AG,108.0,882.0,983.0,False,00:38:25.578,00:38:25.578,00:06:48.94,00:45:14.518,03:07:04.887,03:52:19.405,00:05:10.50,03:57:29.905,02:38:42.389,06:36:12.294
1100,1101.0,1311,Marcos Hernandez,CHI,M,M50-54,AG,109.0,883.0,984.0,False,00:47:51.956,00:47:51.956,00:08:16.426,00:56:08.382,03:13:57.984,04:10:06.366,00:06:52.441,04:16:58.807,02:19:27.823,06:36:26.63
1101,1102.0,1598,Javier Cortés Philipp,CHI,M,M40-44,AG,180.0,884.0,985.0,False,00:47:45.455,00:47:45.455,00:07:13.962,00:54:59.417,03:00:59.961,03:55:59.378,00:07:16.008,04:03:15.386,02:33:28.029,06:36:43.415
1102,1103.0,1071,Alejandro Vargas,CHI,M,M45-49,AG,143.0,885.0,986.0,False,00:44:56.462,00:44:56.462,00:09:19.115,00:54:15.577,03:14:21.422,04:08:36.999,00:06:50.492,04:15:27.491,02:21:23.674,06:36:51.165
1103,1104.0,680,Pablo Becerra Tagle,CHI,M,M35-39,AG,149.0,886.0,987.0,False,00:46:06.905,00:46:06.905,00:05:36.626,00:51:43.531,02:59:41.187,03:51:24.718,00:05:39.918,03:57:04.636,02:40:06.241,06:37:10.877
1104,1105.0,1028,Luis Humberto Monti,ARG,M,M70-74,AG,4.0,887.0,988.0,False,00:50:25.555,00:50:25.555,00:06:15.143,00:56:40.698,03:07:24.406,04:04:05.104,00:05:03.532,04:09:08.636,02:28:09.053,06:37:17.689
1105,1106.0,286,Claudia Briones Huerta,CHI,F,F50-54,AG,10.0,102.0,989.0,False,00:47:14.398,00:47:14.398,00:07:24.921,00:54:39.319,03:21:05.035,04:15:44.354,00:04:59.582,04:20:43.936,02:16:58.858,06:37:42.794
1106,1107.0,1204,Guillermo Herrera Pizarro,CHI,M,M40-44,AG,181.0,888.0,990.0,False,00:42:24.888,00:42:24.888,00:08:09.267,00:50:34.155,02:59:53.821,03:50:27.976,00:12:26.16,04:02:54.136,02:34:51.049,06:37:45.185
1107,1108.0,1559,Oscar Henriquez Alvarez,CHI,M,M55-59,AG,42.0,889.0,991.0,False,00:41:05.361,00:41:05.361,00:08:52.326,00:49:57.687,03:18:26.32,04:08:24.007,00:06:58.18,04:15:22.187,02:22:53.151,06:38:15.338
1108,1109.0,1292,Luis Hernández Vera,CHI,M,M55-59,AG,43.0,890.0,992.0,False,00:45:53.765,00:45:53.765,00:07:49.145,00:53:42.91,03:32:38.585,04:26:21.495,00:06:26.055,04:32:47.55,02:05:34.038,06:38:21.588
1109,1110.0,622,Martin Arismendi,CHI,M,M45-49,AG,144.0,891.0,993.0,False,00:41:48.169,00:41:48.169,00:06:39.877,00:48:28.046,03:28:36.683,04:17:04.729,00:06:02.465,04:23:07.194,02:15:17.827,06:38:25.021
1110,1111.0,795,Catalina Morel,CHI,F,F30-34,AG,17.0,103.0,994.0,False,00:48:15.725,00:48:15.725,00:07:07.071,00:55:22.796,03:11:06.914,04:06:29.71,00:05:40.332,04:12:10.042,02:26:19.346,06:38:29.388
1111,1112.0,865,Eduardo Mora León,CHI,M,M60-64,AG,20.0,892.0,995.0,False,00:41:38.795,00:41:38.795,00:09:29.95,00:51:08.745,03:18:48.348,04:09:57.093,00:06:35.805,04:16:32.898,02:21:57.037,06:38:29.935
1112,1113.0,1126,Daniela Passos Nissim,BRA,F,F45-49,AG,12.0,104.0,996.0,False,00:49:20.487,00:49:20.487,00:07:01.492,00:56:21.979,03:01:13.988,03:57:35.967,00:04:58.766,04:02:34.733,02:36:30.432,06:39:05.165
1113,1114.0,578,Marcia Lacerda,BRA,F,F60-64,AG,2.0,105.0,997.0,False,00:45:49.567,00:45:49.567,00:09:44.061,00:55:33.628,03:21:03.989,04:16:37.617,00:05:34.437,04:22:12.054,02:16:53.327,06:39:05.381
1114,1115.0,1056,Nicole Belen Salinas Oyarzun,CHI,F,F30-34,AG,18.0,106.0,998.0,False,00:45:47.057,00:45:47.057,00:07:33.075,00:53:20.132,03:23:46.348,04:17:06.48,00:05:34.695,04:22:41.175,02:16:29.983,06:39:11.158
1115,1116.0,832,Luis Felipe Rosas Antipa,CHI,M,M30-34,AG,137.0,893.0,999.0,False,00:47:02.383,00:47:02.383,00:07:28.588,00:54:30.971,03:09:05.821,04:03:36.792,00:04:31.777,04:08:08.569,02:31:04.397,06:39:12.966
1116,1117.0,889,Mauricio Escobar,CHI,M,M40-44,AG,182.0,894.0,1000.0,False,00:40:53.896,00:40:53.896,00:07:28.658,00:48:22.554,03:37:05.863,04:25:28.417,00:05:25.266,04:30:53.683,02:08:22.37,06:39:16.053
1117,1118.0,822,Oscar Alfaro,CHI,M,M60-64,AG,21.0,895.0,1001.0,False,00:47:12.58,00:47:12.58,00:05:23.692,00:52:36.272,03:10:26.637,04:03:02.909,00:07:27.992,04:10:30.901,02:28:54.097,06:39:24.998
1118,1119.0,1665,Team Costas On Fire,CHI,MF,MFRelay,RELAY,36.0,36.0,89.0,False,00:48:10.026,00:48:10.026,00:03:32.614,00:51:42.64,03:00:12.441,03:51:55.081,00:02:30.887,03:54:25.968,02:45:14.529,06:39:40.497
1119,1120.0,819,Maria Teresa Santibanez,CHI,F,F60-64,AG,3.0,107.0,1002.0,False,00:47:03.713,00:47:03.713,00:07:53.087,00:54:56.80,03:24:31.949,04:19:28.749,00:04:48.645,04:24:17.394,02:15:29.424,06:39:46.818
1120,1121.0,1396,Andrés Pau Rodríguez,CHI,M,M45-49,AG,145.0,896.0,1003.0,False,00:45:13.724,00:45:13.724,00:07:25.088,00:52:38.812,03:12:12.914,04:04:51.726,00:09:18.691,04:14:10.417,02:25:37.225,06:39:47.642
1121,1122.0,516,Marcelo Collinao,CHI,M,M40-44,AG,183.0,897.0,1004.0,False,00:49:18.792,00:49:18.792,00:06:57.297,00:56:16.089,03:02:19.547,03:58:35.636,00:04:54.969,04:03:30.605,02:36:18.756,06:39:49.361
1122,1123.0,1471,Pablo Piwonka,CHI,M,M45-49,AG,146.0,898.0,1005.0,False,00:44:27.547,00:44:27.547,00:07:37.511,00:52:05.058,03:05:48.722,03:57:53.78,00:06:58.871,04:04:52.651,02:35:03.034,06:39:55.685
1123,1124.0,1351,Francisco Valdés,CHI,M,M45-49,AG,147.0,899.0,1006.0,False,00:58:05.806,00:58:05.806,00:07:33.51,01:05:39.316,03:12:19.84,04:17:59.156,00:07:00.82,04:24:59.976,02:15:00.975,06:40:00.951
1124,1125.0,1013,María Trinidad Solano,ARG,F,F25-29,AG,5.0,108.0,1007.0,False,00:46:18.176,00:46:18.176,00:09:20.237,00:55:38.413,03:14:09.121,04:09:47.534,00:08:11.383,04:17:58.917,02:22:17.053,06:40:15.97
1125,1126.0,1187,Oscar Eduardo Zavala Rebolledo,CHI,M,M45-49,AG,148.0,900.0,1008.0,False,00:53:37.509,00:53:37.509,00:08:07.142,01:01:44.651,03:03:55.711,04:05:40.362,00:06:10.821,04:11:51.183,02:28:51.068,06:40:42.251
1126,1127.0,1405,Hector Rojo,CHI,M,M65-69,AG,7.0,901.0,1009.0,False,00:41:33.529,00:41:33.529,00:06:31.849,00:48:05.378,03:15:19.907,04:03:25.285,00:05:37.89,04:09:03.175,02:31:53.042,06:40:56.217
1127,1128.0,1176,Francisco de la Torre Vignolo,CHI,M,M30-34,AG,138.0,902.0,1010.0,False,00:42:23.61,00:42:23.61,00:06:31.127,00:48:54.737,03:13:43.258,04:02:37.995,00:10:01.75,04:12:39.745,02:28:46.596,06:41:26.341
1128,1129.0,1280,Bruno Hauenstein,CHI,M,M50-54,AG,110.0,903.0,1011.0,False,00:42:26.383,00:42:26.383,00:06:32.881,00:48:59.264,03:13:44.399,04:02:43.663,00:09:58.496,04:12:42.159,02:28:47.776,06:41:29.935
1129,1130.0,1612,Team Ecuadortri,ECU,M,MRelay,RELAY,42.0,42.0,90.0,False,00:50:43.488,00:50:43.488,00:03:54.304,00:54:37.792,03:35:35.941,04:30:13.733,00:02:30.477,04:32:44.21,02:08:47.342,06:41:31.552
1130,1131.0,1116,Rodrigo Muñoz Peñaloza,CHI,M,M40-44,AG,184.0,904.0,1012.0,False,00:49:39.224,00:49:39.224,00:05:59.506,00:55:38.73,02:59:59.609,03:55:38.339,00:08:33.778,04:04:12.117,02:37:33.115,06:41:45.232
1131,1132.0,1639,Team Nice Women,CHI,F,FRelay,RELAY,13.0,13.0,91.0,False,00:50:21.677,00:50:21.677,00:03:57.048,00:54:18.725,03:26:42.613,04:21:01.338,00:02:40.493,04:23:41.831,02:18:03.498,06:41:45.329
1132,1133.0,852,Hugo Rencoret,CHI,M,M18-24,AG,29.0,905.0,1013.0,False,00:42:08.77,00:42:08.77,00:05:37.448,00:47:46.218,03:24:34.047,04:12:20.265,00:05:15.445,04:17:35.71,02:24:10.198,06:41:45.908
1133,1134.0,318,Daniela Yanes Giugni,VEN,F,F45-49,AG,13.0,109.0,1014.0,False,00:45:18.651,00:45:18.651,00:07:54.109,00:53:12.76,03:16:52.653,04:10:05.413,00:06:00.773,04:16:06.186,02:26:01.858,06:42:08.044
1134,1135.0,790,Daniel Ortega,CHI,M,M25-29,AG,73.0,906.0,1015.0,False,00:46:44.175,00:46:44.175,00:06:34.414,00:53:18.589,03:32:16.43,04:25:35.019,00:06:42.351,04:32:17.37,02:09:54.85,06:42:12.22
