,rank,bib,name,country,sex,division,divisionType,finDivPos,finSexPos,finOvrPos,isDNF,swimLegTime,swimNetTime,t1LegTime,t1NetTime,bikeLegTime,bikeNetTime,t2LegTime,t2NetTime,finishLegTime,finishNetTime
351,352.0,36,Francisco Carvalho Junior,BRA,M,M60-64,AG,2.0,281.0,294.0,False,00:34:10.573,00:34:10.573,00:05:07.602,00:39:18.175,02:35:55.731,03:15:13.906,00:08:52.808,03:24:06.714,01:53:52.948,05:17:59.662
352,353.0,1591,Leonardo Aranguiz,CHI,M,M35-39,AG,58.0,282.0,295.0,False,00:40:47.338,00:40:47.338,00:05:21.978,00:46:09.316,02:33:54.296,03:20:03.612,00:05:38.84,03:25:42.452,01:52:20.21,05:18:02.662
353,354.0,1595,Havelet Gallegos Galaz,CHI,F,F35-39,AG,5.0,14.0,296.0,False,00:38:23.79,00:38:23.79,00:06:17.541,00:44:41.331,02:43:31.082,03:28:12.413,00:03:42.395,03:31:54.808,01:46:24.635,05:18:19.443
354,355.0,625,Rodrigo Riquelme,CHI,M,M40-44,AG,55.0,283.0,297.0,False,00:42:14.306,00:42:14.306,00:05:35.236,00:47:49.542,02:45:28.926,03:33:18.468,00:04:23.648,03:37:42.116,01:40:39.311,05:18:21.427
355,356.0,103,Maximiliano Barbarisi,ARG,M,M50-54,AG,28.0,284.0,298.0,False,00:40:19.703,00:40:19.703,00:05:26.05,00:45:45.753,02:43:51.617,03:29:37.37,00:03:22.618,03:32:59.988,01:45:22.619,05:18:22.607
356,357.0,1224,Luis Gutierrez,CHI,M,PC,PC,1.0,1.0,1.0,False,00:47:05.841,00:47:05.841,00:06:23.037,00:53:28.878,02:25:11.234,03:18:40.112,00:03:41.313,03:22:21.425,01:56:07.475,05:18:28.90
357,358.0,405,Lucas Hevia,CHI,M,M30-34,AG,53.0,285.0,299.0,False,00:40:37.699,00:40:37.699,00:05:10.312,00:45:48.011,02:35:14.16,03:21:02.171,00:03:34.332,03:24:36.503,01:53:54.503,05:18:31.006
358,359.0,1314,Matias Tabar,ARG,M,M45-49,AG,47.0,286.0,300.0,False,00:39:40.714,00:39:40.714,00:04:50.27,00:44:30.984,02:39:05.652,03:23:36.636,00:03:46.785,03:27:23.421,01:51:19.081,05:18:42.502
359,360.0,1480,Francisco Ramirez Herrera,CHI,M,M40-44,AG,56.0,287.0,301.0,False,00:33:19.409,00:33:19.409,00:05:48.949,00:39:08.358,02:42:16.145,03:21:24.503,00:03:12.824,03:24:37.327,01:54:09.998,05:18:47.325
360,361.0,47,Erika Nakamura Da Costa,BRA,F,F40-44,AG,3.0,15.0,302.0,False,00:34:21.792,00:34:21.792,00:05:33.16,00:39:54.952,02:48:29.605,03:28:24.557,00:02:47.321,03:31:11.878,01:47:42.58,05:18:54.458
361,362.0,629,Cristian Alejandro Alvarado Mansilla,CHI,M,M45-49,AG,48.0,288.0,303.0,False,00:47:31.278,00:47:31.278,00:05:58.90,00:53:30.178,02:40:44.52,03:34:14.698,00:04:23.793,03:38:38.491,01:40:22.561,05:19:01.052
362,363.0,662,Matias Ignacio Salas Guerra,CHI,M,M30-34,AG,54.0,289.0,304.0,False,00:39:50.723,00:39:50.723,00:06:05.144,00:45:55.867,02:41:06.402,03:27:02.269,00:04:13.152,03:31:15.421,01:47:46.464,05:19:01.885
363,364.0,727,Edgar Martínez,CHI,M,M30-34,AG,55.0,290.0,305.0,False,00:42:50.541,00:42:50.541,00:05:50.762,00:48:41.303,02:31:41.911,03:20:23.214,00:03:48.464,03:24:11.678,01:54:51.022,05:19:02.70
364,365.0,112,Jorge Montegu,CHI,M,M55-59,AG,5.0,291.0,306.0,False,00:39:11.686,00:39:11.686,00:04:35.775,00:43:47.461,02:41:41.796,03:25:29.257,00:03:17.805,03:28:47.062,01:50:23.213,05:19:10.275
365,366.0,81,Mariano Ovalle,CHI,M,M65-69,AG,1.0,292.0,307.0,False,00:38:34.541,00:38:34.541,00:06:07.802,00:44:42.343,02:37:09.266,03:21:51.609,00:04:15.125,03:26:06.734,01:53:03.818,05:19:10.552
366,367.0,1156,Carlos Leighton,CHI,M,M50-54,AG,29.0,293.0,308.0,False,00:37:45.185,00:37:45.185,00:04:04.806,00:41:49.991,02:37:53.832,03:19:43.823,00:03:51.024,03:23:34.847,01:55:38.869,05:19:13.716
367,368.0,1194,Daniel Ortiz,VEN,M,M40-44,AG,57.0,294.0,309.0,False,00:31:20.964,00:31:20.964,00:04:24.477,00:35:45.441,02:36:16.082,03:12:01.523,00:04:32.472,03:16:33.995,02:02:43.718,05:19:17.713
368,369.0,1149,Cristian Coloma,CHI,M,M40-44,AG,58.0,295.0,310.0,False,00:39:20.298,00:39:20.298,00:06:59.107,00:46:19.405,02:44:49.078,03:31:08.483,00:04:42.903,03:35:51.386,01:43:46.514,05:19:37.90
369,370.0,946,Rodrigo Gras,CHI,M,M55-59,AG,6.0,296.0,311.0,False,00:36:52.00,00:36:52.00,00:04:09.952,00:41:01.952,02:39:26.535,03:20:28.487,00:03:16.555,03:23:45.042,01:56:00.663,05:19:45.705
370,371.0,413,Agustin Diaz Schussler,CHI,M,M18-24,AG,8.0,297.0,312.0,False,00:35:19.277,00:35:19.277,00:06:12.226,00:41:31.503,02:48:27.551,03:29:59.054,00:03:43.418,03:33:42.472,01:46:12.382,05:19:54.854
371,372.0,943,Roberto Arias,CHI,M,M45-49,AG,49.0,298.0,313.0,False,00:34:34.066,00:34:34.066,00:04:36.242,00:39:10.308,02:36:04.621,03:15:14.929,00:04:39.926,03:19:54.855,02:00:01.053,05:19:55.908
372,373.0,1220,Cristian Garces Larenas,CHI,M,M40-44,AG,59.0,299.0,314.0,False,00:37:27.308,00:37:27.308,00:04:56.082,00:42:23.39,02:42:48.512,03:25:11.902,00:03:15.828,03:28:27.73,01:51:29.26,05:19:56.99
373,374.0,570,Roque Antonio Conejeros Lopez,CHI,M,M45-49,AG,50.0,300.0,315.0,False,00:42:08.13,00:42:08.13,00:04:30.162,00:46:38.292,02:40:33.996,03:27:12.288,00:03:18.074,03:30:30.362,01:49:37.393,05:20:07.755
374,375.0,1282,Patricio Figueroa,CHI,M,M45-49,AG,51.0,301.0,316.0,False,00:31:44.646,00:31:44.646,00:06:35.443,00:38:20.089,02:43:44.441,03:22:04.53,00:08:14.051,03:30:18.581,01:49:51.807,05:20:10.388
375,376.0,995,Jose Galindo,CHI,M,M40-44,AG,60.0,302.0,317.0,False,00:44:16.917,00:44:16.917,00:05:14.821,00:49:31.738,02:42:12.004,03:31:43.742,00:03:43.176,03:35:26.918,01:44:52.084,05:20:19.002
376,377.0,1171,Antonio Davico,CHI,M,M30-34,AG,56.0,303.0,318.0,False,00:44:44.948,00:44:44.948,00:05:48.704,00:50:33.652,02:40:19.957,03:30:53.609,00:08:24.801,03:39:18.41,01:41:10.756,05:20:29.166
377,378.0,137,Roberto Caceres,CHI,M,M45-49,AG,52.0,304.0,319.0,False,00:41:35.952,00:41:35.952,00:04:28.309,00:46:04.261,02:39:18.887,03:25:23.148,00:03:39.156,03:29:02.304,01:51:31.541,05:20:33.845
378,379.0,1592,Jose Silva,CHI,M,M40-44,AG,61.0,305.0,320.0,False,00:40:10.603,00:40:10.603,00:04:40.838,00:44:51.441,02:50:39.332,03:35:30.773,00:02:38.843,03:38:09.616,01:42:29.21,05:20:38.826
379,380.0,1362,Pablo Eguiguren,CHI,M,M60-64,AG,3.0,306.0,321.0,False,00:33:26.181,00:33:26.181,00:05:06.283,00:38:32.464,02:46:03.402,03:24:35.866,00:03:27.625,03:28:03.491,01:52:48.83,05:20:52.321
380,381.0,964,Sebastian Carrasco,CHI,M,M35-39,AG,59.0,307.0,322.0,False,00:43:57.085,00:43:57.085,00:06:05.793,00:50:02.878,02:43:23.101,03:33:25.979,00:03:40.86,03:37:06.839,01:43:45.842,05:20:52.681
381,382.0,1208,Tomas Galmez Pickering,CHI,M,M25-29,AG,33.0,308.0,323.0,False,00:33:07.511,00:33:07.511,00:06:01.425,00:39:08.936,02:42:14.664,03:21:23.60,00:03:42.332,03:25:05.932,01:56:01.327,05:21:07.259
382,383.0,1474,Rodrigo D Quezada,CHI,M,M25-29,AG,34.0,309.0,324.0,False,00:36:34.898,00:36:34.898,00:05:21.058,00:41:55.956,02:48:57.902,03:30:53.858,00:03:15.52,03:34:09.378,01:46:58.967,05:21:08.345
383,384.0,1180,Marco Leon Ramirez,CHI,M,M50-54,AG,30.0,310.0,325.0,False,00:38:18.89,00:38:18.89,00:04:32.879,00:42:51.769,02:49:20.828,03:32:12.597,00:03:26.633,03:35:39.23,01:45:33.084,05:21:12.314
384,385.0,305,Paolo Fancelli,CHI,M,M45-49,AG,53.0,311.0,326.0,False,00:39:04.599,00:39:04.599,00:05:17.603,00:44:22.202,02:36:52.954,03:21:15.156,00:03:11.691,03:24:26.847,01:56:46.053,05:21:12.90
385,386.0,848,Juan Manuel Vanina,ARG,M,M50-54,AG,31.0,312.0,327.0,False,00:34:35.853,00:34:35.853,00:05:15.658,00:39:51.511,02:37:49.89,03:17:41.401,00:04:04.383,03:21:45.784,02:00:03.557,05:21:49.341
386,387.0,555,Karen Venegas Landaida,CHI,F,F45-49,AG,2.0,16.0,328.0,False,00:40:48.55,00:40:48.55,00:05:16.594,00:46:05.144,02:40:18.211,03:26:23.355,00:09:12.601,03:35:35.956,01:46:20.858,05:21:56.814
387,388.0,517,Felipe Sepulveda,CHI,M,M45-49,AG,54.0,313.0,329.0,False,00:40:17.29,00:40:17.29,00:06:38.49,00:46:55.78,02:38:00.601,03:24:56.381,00:04:17.141,03:29:13.522,01:52:46.049,05:21:59.571
388,389.0,599,Tomas Vargas Kerber,CHI,M,M25-29,AG,35.0,314.0,330.0,False,00:32:33.334,00:32:33.334,00:04:49.575,00:37:22.909,02:45:31.402,03:22:54.311,00:03:30.805,03:26:25.116,01:55:37.057,05:22:02.173
389,390.0,734,Juan Manuel Marinier,ARG,M,M40-44,AG,62.0,315.0,331.0,False,00:39:58.902,00:39:58.902,00:04:54.484,00:44:53.386,02:32:51.226,03:17:44.612,00:03:43.829,03:21:28.441,02:00:37.025,05:22:05.466
390,391.0,105,Dario Rubén Damico,ARG,M,M50-54,AG,32.0,316.0,332.0,False,00:40:08.423,00:40:08.423,00:05:25.345,00:45:33.768,02:44:50.707,03:30:24.475,00:03:37.583,03:34:02.058,01:48:11.693,05:22:13.751
391,392.0,282,Pedro Laneri,CHI,M,M40-44,AG,63.0,317.0,333.0,False,00:35:56.222,00:35:56.222,00:05:13.449,00:41:09.671,02:55:28.50,03:36:38.171,00:03:46.476,03:40:24.647,01:41:51.225,05:22:15.872
392,393.0,1507,Patricio Reyes Acevedo,CHI,M,M35-39,AG,60.0,318.0,334.0,False,00:38:47.597,00:38:47.597,00:05:21.773,00:44:09.37,02:40:47.606,03:24:56.976,00:03:23.039,03:28:20.015,01:53:57.166,05:22:17.181
393,394.0,554,Gonzalo Fritz Moreno,CHI,M,M40-44,AG,64.0,319.0,335.0,False,00:36:29.732,00:36:29.732,00:04:12.685,00:40:42.417,02:33:43.344,03:14:25.761,00:03:34.535,03:18:00.296,02:04:21.295,05:22:21.591
394,395.0,1229,Gonzalo Jimenez,CHI,M,M35-39,AG,61.0,320.0,336.0,False,00:36:08.676,00:36:08.676,00:04:12.631,00:40:21.307,02:44:38.489,03:24:59.796,00:03:32.906,03:28:32.702,01:53:52.862,05:22:25.564
395,396.0,854,Patricio Antunez Saldias,CHI,M,M45-49,AG,55.0,321.0,337.0,False,00:36:10.029,00:36:10.029,00:03:51.29,00:40:01.319,02:44:18.812,03:24:20.131,00:03:17.918,03:27:38.049,01:54:57.78,05:22:35.829
396,397.0,301,Rodrigo Carte,CHI,M,M45-49,AG,56.0,322.0,338.0,False,00:45:03.644,00:45:03.644,00:04:46.453,00:49:50.097,02:33:07.949,03:22:58.046,00:03:31.121,03:26:29.167,01:56:10.053,05:22:39.22
397,398.0,655,Gustavo Herrera,ARG,M,M55-59,AG,7.0,323.0,339.0,False,00:36:55.748,00:36:55.748,00:04:50.267,00:41:46.015,02:42:08.082,03:23:54.097,00:03:09.429,03:27:03.526,01:55:46.096,05:22:49.622
398,399.0,525,Thomas Mac Millan,CHI,M,M30-34,AG,57.0,324.0,340.0,False,00:39:08.927,00:39:08.927,00:05:17.83,00:44:26.757,02:39:11.758,03:23:38.515,00:03:17.281,03:26:55.796,01:55:59.76,05:22:55.556
399,400.0,1536,Fabian Alexis Riquelme Guerrero,CHI,M,M35-39,AG,62.0,325.0,341.0,False,00:39:42.649,00:39:42.649,00:04:11.448,00:43:54.097,02:44:19.621,03:28:13.718,00:03:29.074,03:31:42.792,01:51:44.96,05:23:27.752
400,401.0,1420,Valentina Videla,CHI,F,F40-44,AG,4.0,17.0,342.0,False,00:37:11.775,00:37:11.775,00:04:59.759,00:42:11.534,02:49:10.492,03:31:22.026,00:03:36.473,03:34:58.499,01:48:38.905,05:23:37.404
401,402.0,52,Carola Püschel González,CHI,F,F35-39,AG,6.0,18.0,343.0,False,00:37:43.718,00:37:43.718,00:04:56.301,00:42:40.019,02:48:13.218,03:30:53.237,00:03:16.055,03:34:09.292,01:49:34.885,05:23:44.177
402,403.0,490,Juan Pablo Anabalón Acuña,CHI,M,M45-49,AG,57.0,326.0,344.0,False,00:41:21.501,00:41:21.501,00:06:21.529,00:47:43.03,02:29:29.563,03:17:12.593,00:04:29.847,03:21:42.44,02:02:37.85,05:24:20.29
403,404.0,1209,Cristian Parada Cortes,CHI,M,M45-49,AG,58.0,327.0,345.0,False,00:40:02.872,00:40:02.872,00:05:29.65,00:45:32.522,02:33:08.618,03:18:41.14,00:03:24.48,03:22:05.62,02:02:15.561,05:24:21.181
404,405.0,1481,Jose Antonio Cordova,CHI,M,M35-39,AG,63.0,328.0,346.0,False,00:33:26.683,00:33:26.683,00:04:16.753,00:37:43.436,02:50:22.711,03:28:06.147,00:03:31.621,03:31:37.768,01:52:54.159,05:24:31.927
405,406.0,1551,Felipe Tupper,CHI,M,M35-39,AG,64.0,329.0,347.0,False,00:39:48.666,00:39:48.666,00:04:52.962,00:44:41.628,02:35:28.207,03:20:09.835,00:05:13.937,03:25:23.772,01:59:26.78,05:24:50.552
406,407.0,35,Laurence Darles,CAN,F,F40-44,AG,5.0,19.0,348.0,False,00:39:26.119,00:39:26.119,00:04:30.407,00:43:56.526,02:43:10.793,03:27:07.319,00:03:15.477,03:30:22.796,01:54:29.729,05:24:52.525
407,408.0,1654,Team Danus,CHI,M,MRelay,RELAY,21.0,21.0,34.0,False,00:34:44.128,00:34:44.128,00:03:09.824,00:37:53.952,03:01:15.957,03:39:09.909,00:02:06.144,03:41:16.053,01:44:10.995,05:25:27.048
408,409.0,1677,Team Rukatri,CHI,M,MRelay,RELAY,22.0,22.0,35.0,False,00:46:43.855,00:46:43.855,00:03:08.066,00:49:51.921,02:44:42.946,03:34:34.867,00:02:13.187,03:36:48.054,01:48:43.487,05:25:31.541
409,410.0,1162,Manuel Jarpa,CHI,M,M50-54,AG,33.0,330.0,349.0,False,00:33:24.503,00:33:24.503,00:04:21.277,00:37:45.78,02:47:56.625,03:25:42.405,00:03:38.133,03:29:20.538,01:56:11.467,05:25:32.005
410,411.0,1541,Cristian Astorga,CHI,M,M45-49,AG,59.0,331.0,350.0,False,00:41:43.11,00:41:43.11,00:04:56.479,00:46:39.589,02:29:17.121,03:15:56.71,00:05:26.426,03:21:23.136,02:04:10.182,05:25:33.318
411,412.0,38,Jonathan Hood,CAN,M,M45-49,AG,60.0,332.0,351.0,False,00:37:35.261,00:37:35.261,00:08:14.726,00:45:49.987,02:43:17.699,03:29:07.686,00:04:43.824,03:33:51.51,01:51:44.718,05:25:36.228
412,413.0,293,Felipe Fuentes,CHI,M,M35-39,AG,65.0,333.0,352.0,False,00:34:07.996,00:34:07.996,00:05:16.393,00:39:24.389,02:46:09.84,03:25:34.229,00:04:08.899,03:29:43.128,01:55:53.869,05:25:36.997
413,414.0,1463,Hector Larenas,CHI,M,M45-49,AG,61.0,334.0,353.0,False,00:36:14.671,00:36:14.671,00:04:23.192,00:40:37.863,02:43:43.25,03:24:21.113,00:03:07.422,03:27:28.535,01:58:09.897,05:25:38.432
414,415.0,1674,Team la Corsa,CHI,MF,MFRelay,RELAY,10.0,10.0,36.0,False,00:36:16.783,00:36:16.783,00:03:55.119,00:40:11.902,02:47:02.054,03:27:13.956,00:02:31.473,03:29:45.429,01:55:59.362,05:25:44.791
415,416.0,146,Tomas Gortari,ARG,M,M45-49,AG,62.0,335.0,354.0,False,00:37:54.031,00:37:54.031,00:05:38.519,00:43:32.55,02:40:01.859,03:23:34.409,00:03:31.43,03:27:05.839,01:58:39.163,05:25:45.002
416,417.0,870,Vicente Navarrete Sifri,CHI,M,M35-39,AG,66.0,336.0,355.0,False,00:37:26.52,00:37:26.52,00:05:18.991,00:42:45.511,02:48:03.711,03:30:49.222,00:08:47.117,03:39:36.339,01:46:19.694,05:25:56.033
417,418.0,1604,Team Pucon Runners,CHI,MF,MFRelay,RELAY,11.0,11.0,37.0,False,00:41:28.035,00:41:28.035,00:03:27.695,00:44:55.73,03:00:22.027,03:45:17.757,00:02:37.25,03:47:55.007,01:38:01.651,05:25:56.658
418,419.0,894,Juan Pablo Retamal Cortes,CHI,M,M35-39,AG,67.0,337.0,356.0,False,00:40:14.618,00:40:14.618,00:05:04.693,00:45:19.311,02:26:42.75,03:12:02.061,00:03:32.281,03:15:34.342,02:10:28.585,05:26:02.927
419,420.0,831,Isaac Oñate Vega,CHI,M,M35-39,AG,68.0,338.0,357.0,False,00:38:25.34,00:38:25.34,00:03:53.148,00:42:18.488,02:44:51.211,03:27:09.699,00:08:45.281,03:35:54.98,01:50:23.452,05:26:18.432
420,421.0,671,Hernan Chavez,CHI,M,M30-34,AG,58.0,339.0,358.0,False,00:39:43.385,00:39:43.385,00:04:33.852,00:44:17.237,02:49:41.301,03:33:58.538,00:04:10.07,03:38:08.608,01:48:10.612,05:26:19.22
421,422.0,78,Carlos Alric,ARG,M,M45-49,AG,63.0,340.0,359.0,False,00:36:30.861,00:36:30.861,00:05:39.552,00:42:10.413,02:42:01.762,03:24:12.175,00:04:06.699,03:28:18.874,01:58:00.475,05:26:19.349
422,423.0,1669,Team Dream Trim,CHI,M,MRelay,RELAY,23.0,23.0,38.0,False,00:31:49.11,00:31:49.11,00:03:20.416,00:35:09.526,02:35:56.848,03:11:06.374,00:02:04.84,03:13:11.214,02:13:21.584,05:26:32.798
423,424.0,95,Camilo Bustamante,CHI,M,M40-44,AG,65.0,341.0,360.0,False,00:37:59.655,00:37:59.655,00:05:03.333,00:43:02.988,02:49:10.055,03:32:13.043,00:03:44.164,03:35:57.207,01:50:36.514,05:26:33.721
424,425.0,1664,Team Epl,CHI,M,MRelay,RELAY,24.0,24.0,39.0,False,00:44:33.229,00:44:33.229,00:03:38.278,00:48:11.507,02:51:16.731,03:39:28.238,00:02:11.492,03:41:39.73,01:45:00.533,05:26:40.263
425,426.0,300,Fernando Ponce Valenzuela,CHI,M,M35-39,AG,69.0,342.0,361.0,False,00:40:18.85,00:40:18.85,00:05:27.973,00:45:46.823,02:48:44.293,03:34:31.116,00:03:07.184,03:37:38.30,01:49:07.127,05:26:45.427
426,427.0,851,Nicolas Medina,CHI,M,M30-34,AG,59.0,343.0,362.0,False,00:36:05.841,00:36:05.841,00:04:23.088,00:40:28.929,02:39:58.48,03:20:27.409,00:04:19.535,03:24:46.944,02:02:03.304,05:26:50.248
427,428.0,661,Diego Montoya,CHI,M,M30-34,AG,60.0,344.0,363.0,False,00:29:30.262,00:29:30.262,00:06:01.104,00:35:31.366,02:47:18.453,03:22:49.819,00:05:26.579,03:28:16.398,01:58:35.154,05:26:51.552
428,429.0,571,Nicole Ducheylard,GBR,F,F35-39,AG,7.0,20.0,364.0,False,00:43:13.052,00:43:13.052,00:04:32.103,00:47:45.155,02:43:43.043,03:31:28.198,00:04:09.863,03:35:38.061,01:51:26.944,05:27:05.005
429,430.0,71,Andrea Espinoza,CHI,F,F40-44,AG,6.0,21.0,365.0,False,00:41:14.775,00:41:14.775,00:06:22.764,00:47:37.539,02:44:02.66,03:31:40.199,00:03:49.891,03:35:30.09,01:51:37.705,05:27:07.795
430,431.0,279,Felipe Duran del Valle,CHI,M,M45-49,AG,64.0,345.0,366.0,False,00:36:41.829,00:36:41.829,00:05:25.819,00:42:07.648,02:46:28.578,03:28:36.226,00:03:35.004,03:32:11.23,01:54:58.706,05:27:09.936
431,432.0,666,María Ignacia Bello Dragicevic,CHI,F,F35-39,AG,8.0,22.0,367.0,False,00:40:19.654,00:40:19.654,00:04:50.626,00:45:10.28,02:56:15.691,03:41:25.971,00:09:02.403,03:50:28.374,01:36:44.826,05:27:13.20
432,433.0,307,Vicente Moral,CHI,M,M25-29,AG,36.0,346.0,368.0,False,00:36:42.779,00:36:42.779,00:06:03.705,00:42:46.484,02:44:19.312,03:27:05.796,00:03:15.734,03:30:21.53,01:56:55.374,05:27:16.904
433,434.0,1243,Jorge Mena Arias,CHI,M,M45-49,AG,65.0,347.0,369.0,False,00:47:18.886,00:47:18.886,00:06:14.574,00:53:33.46,02:37:02.879,03:30:36.339,00:05:01.84,03:35:38.179,01:51:39.881,05:27:18.06
434,435.0,639,David Ruiz,CHI,M,M18-24,AG,9.0,348.0,370.0,False,00:37:11.45,00:37:11.45,00:05:20.385,00:42:31.835,02:55:39.132,03:38:10.967,00:03:28.547,03:41:39.514,01:45:39.085,05:27:18.599
435,436.0,1659,Team Exanimes,CHI,MF,MFRelay,RELAY,12.0,12.0,40.0,False,00:39:13.505,00:39:13.505,00:05:04.678,00:44:18.183,02:56:31.996,03:40:50.179,00:02:42.43,03:43:32.609,01:43:47.10,05:27:19.709
436,437.0,1668,Team Vendetta,CHI,MF,MFRelay,RELAY,13.0,13.0,41.0,False,00:34:12.112,00:34:12.112,00:03:50.212,00:38:02.324,02:44:57.195,03:22:59.519,00:02:17.453,03:25:16.972,02:02:07.834,05:27:24.806
437,438.0,322,Pablo Andres Castillo Molina,CHI,M,M30-34,AG,61.0,349.0,371.0,False,00:30:47.587,00:30:47.587,00:06:18.33,00:37:05.917,02:45:10.00,03:22:15.917,00:09:51.851,03:32:07.768,01:55:19.905,05:27:27.673
438,439.0,1010,Victor Estrada,CHI,M,M30-34,AG,62.0,350.0,372.0,False,00:42:44.069,00:42:44.069,00:05:41.11,00:48:25.179,02:45:46.074,03:34:11.253,00:03:41.457,03:37:52.71,01:49:35.483,05:27:28.193
439,440.0,698,Veronica Iuorno,ARG,F,F40-44,AG,7.0,23.0,373.0,False,00:44:48.687,00:44:48.687,00:05:29.117,00:50:17.804,02:43:50.723,03:34:08.527,00:03:36.183,03:37:44.71,01:49:54.464,05:27:39.174
440,441.0,102,Pablo Pérez Rodríguez,CHI,M,M35-39,AG,70.0,351.0,374.0,False,00:42:29.852,00:42:29.852,00:05:53.182,00:48:23.034,02:35:39.231,03:24:02.265,00:03:38.219,03:27:40.484,02:00:05.885,05:27:46.369
441,442.0,1054,Nicolas Ruiz Paz,ARG,M,M45-49,AG,66.0,352.0,375.0,False,00:35:00.506,00:35:00.506,00:05:24.868,00:40:25.374,02:46:47.789,03:27:13.163,00:03:32.063,03:30:45.226,01:57:03.272,05:27:48.498
442,443.0,627,Fernando Ramirez Orellana,CHI,M,M45-49,AG,67.0,353.0,376.0,False,00:38:55.531,00:38:55.531,00:05:25.515,00:44:21.046,02:44:08.941,03:28:29.987,00:10:27.746,03:38:57.733,01:48:53.229,05:27:50.962
443,444.0,695,Tomás Verdugo Vásquez,CHI,M,M35-39,AG,71.0,354.0,377.0,False,00:43:09.306,00:43:09.306,00:04:40.638,00:47:49.944,02:38:24.266,03:26:14.21,00:03:27.543,03:29:41.753,01:58:17.002,05:27:58.755
444,445.0,868,Miguel Antonio Olivares Oyarzun,CHI,M,M35-39,AG,72.0,355.0,378.0,False,00:42:53.947,00:42:53.947,00:04:21.091,00:47:15.038,02:44:21.246,03:31:36.284,00:04:29.36,03:36:05.644,01:51:57.74,05:28:03.384
445,446.0,133,Francisco Giacosa,ARG,M,M35-39,AG,73.0,356.0,379.0,False,00:37:13.472,00:37:13.472,00:05:29.781,00:42:43.253,02:52:32.836,03:35:16.089,00:03:42.113,03:38:58.202,01:49:18.869,05:28:17.071
446,447.0,1052,Alfonso Infante,CHI,M,M35-39,AG,74.0,357.0,380.0,False,00:36:02.573,00:36:02.573,00:05:55.375,00:41:57.948,02:44:58.777,03:26:56.725,00:03:33.118,03:30:29.843,01:57:47.361,05:28:17.204
447,448.0,753,Tomas Franke,CHI,M,M40-44,AG,66.0,358.0,381.0,False,00:42:27.705,00:42:27.705,00:06:21.599,00:48:49.304,02:43:01.457,03:31:50.761,00:04:56.75,03:36:47.511,01:51:30.331,05:28:17.842
448,449.0,1433,Alvaro Miranda Herrera,CHI,M,M35-39,AG,75.0,359.0,382.0,False,00:30:41.783,00:30:41.783,00:04:26.736,00:35:08.519,02:52:23.215,03:27:31.734,00:03:39.086,03:31:10.82,01:57:07.776,05:28:18.596
449,450.0,1539,Aloys Timmermann,CHI,M,M35-39,AG,76.0,360.0,383.0,False,00:35:05.499,00:35:05.499,00:07:01.73,00:42:07.229,02:39:28.329,03:21:35.558,00:04:14.593,03:25:50.151,02:02:36.389,05:28:26.54
450,451.0,135,Felipe Najera,CHI,M,M35-39,AG,77.0,361.0,384.0,False,00:36:51.041,00:36:51.041,00:04:52.298,00:41:43.339,02:53:23.894,03:35:07.233,00:05:23.871,03:40:31.104,01:48:02.432,05:28:33.536
451,452.0,752,Diego Andres Parra Oyarzun,CHI,M,M40-44,AG,67.0,362.0,385.0,False,00:47:46.393,00:47:46.393,00:04:59.579,00:52:45.972,02:41:06.332,03:33:52.304,00:02:51.711,03:36:44.015,01:51:52.827,05:28:36.842
452,453.0,1383,Macarena Toro,CHI,F,F18-24,AG,1.0,24.0,386.0,False,00:33:37.143,00:33:37.143,00:03:54.544,00:37:31.687,02:52:25.672,03:29:57.359,00:03:13.769,03:33:11.128,01:55:29.034,05:28:40.162
453,454.0,828,Jaime Rojas,CHI,M,M45-49,AG,68.0,363.0,387.0,False,00:35:40.028,00:35:40.028,00:05:33.807,00:41:13.835,02:38:43.871,03:19:57.706,00:04:13.625,03:24:11.331,02:04:35.772,05:28:47.103
454,455.0,501,Sebastián D'Elía,ARG,M,M50-54,AG,34.0,364.0,388.0,False,00:38:59.919,00:38:59.919,00:05:00.873,00:44:00.792,02:50:17.543,03:34:18.335,00:03:16.77,03:37:35.105,01:51:12.92,05:28:48.025
455,456.0,430,Carlos Pérez,CHI,M,M40-44,AG,68.0,365.0,389.0,False,00:32:53.763,00:32:53.763,00:04:23.049,00:37:16.812,02:48:00.496,03:25:17.308,00:03:53.476,03:29:10.784,01:59:44.577,05:28:55.361
456,457.0,923,Gonzalo Pizarro Trombert,CHI,M,M40-44,AG,69.0,366.0,390.0,False,00:37:01.968,00:37:01.968,00:05:53.168,00:42:55.136,02:46:49.403,03:29:44.539,00:03:32.933,03:33:17.472,01:55:40.19,05:28:57.662
457,458.0,564,Alexandre Buzatto,BLR,M,M45-49,AG,69.0,367.0,391.0,False,00:40:47.534,00:40:47.534,00:06:10.696,00:46:58.23,02:41:55.816,03:28:54.046,00:09:28.113,03:38:22.159,01:50:41.534,05:29:03.693
458,459.0,1230,Fabian Gonzalez Mendez,CHI,M,M40-44,AG,70.0,368.0,392.0,False,00:45:30.292,00:45:30.292,00:05:57.593,00:51:27.885,02:40:23.352,03:31:51.237,00:04:48.277,03:36:39.514,01:52:29.057,05:29:08.571
