,name,date,desc,earliestStartTime,logoImg,shortName,timeZone,units,url,shorturl,postponed,cancelled,finishers,allowSimulations,loc_desc,loc_coords,loc_country_iso
173,IRM-WORLDCHAMPIONSHIP703-2018,2018-09-01,Isuzu IRONMAN® 70.3® World Championship,1535779800,/_imgss/events/IRM-WORLDCHAMPIONSHIP703-2018/1533665348_703-worlds-logo-7725.png,IM 70.3 World Champs,Europe/Vienna,metric,https://track.rtrt.me/e/IRM-WORLDCHAMPIONSHIP703-2018,1283,,,3705,,"South Africa, South Africa","['-33.96257', '25.62335']",ZA
174,IRM-WALES-2018,2018-09-09,IRONMAN® Wales,1536472500,/_imgss/events/IRM-WALES-2017/1504279151_ironman-wales-1-6076.png,IM® Wales,Europe/London,metric,https://track.rtrt.me/e/IRM-WALES-2018,1292,,,2044,,"Haverfordwest, United Kingdom","['51.79189', '-4.98273']",
175,IRM-GURYE-2018,2018-09-09,IRONMAN® Gurye Korea,1536442800,/_imgss/events/IRM-GURYE-2017/1504187847_ironman-korea-03-9544.png,IM Gurye Korea,Asia/Seoul,metric,https://track.rtrt.me/e/IRM-GURYE-2018,1291,,,1235,,"South Korea, South Korea","['37.51502', '127.01648']",FR
176,IRM-703SANTACRUZ-2018,2018-09-09,IRONMAN® 70.3® Santa Cruz,1536501000,/_imgss/events/IRM-703SANTACRUZ-2018/1535879699_santa-cruz-7030app-1531.png,IM70.3® Santa Cruz,America/Los_Angeles,standard,https://track.rtrt.me/e/IRM-703SANTACRUZ-2018,1290,,,1624,,"Santa Cruz CA, United States","['36.97407', '-122.03096']",US
177,IRM-RUEGEN703-2018,2018-09-09,Strandräuber IRONMAN® 70.3® Ruegen,1536480000,/_imgss/events/IRM-RUEGEN703-2018/1535766303_ruegen-7030app-10000.png,IM 70.3 Ruegen,Europe/Berlin,metric,https://track.rtrt.me/e/IRM-RUEGEN703-2018,1289,,,1201,,"Binz, Germany","['54.4124', '13.59907']",
178,IRM-703PLACID-2018,2018-09-09,IRONMAN® 70.3® Lake Placid,1536490800,/_imgss/events/IRM-703PLACID-2018/1535650264_lake-placid-7030app-1257.png,IM70.3® Lake Placid,America/New_York,standard,https://track.rtrt.me/e/IRM-703PLACID-2018,1288,,,2192,,"Lake Placid NY, United States","['44.28209', '-73.98274']",US
179,IRM-WISCONSIN-2018,2018-09-09,IRONMAN® Wisconsin,1536493200,/_imgss/events/IRM-WI-2017/1504198173_ironman-wisconsin-6064.png,IM® Wisconsin,America/Chicago,standard,https://track.rtrt.me/e/IRM-WISCONSIN-2018,1293,0,,1917,,"Madison WI, United States","['43.07295', '-89.38669']",US
180,IRM-AARHUS5150-2018,2018-09-15,KMD IRONMAN® 5150™ Aarhus,1537009200,/_imgss/events/IRM-AARHUS5150-2018/1536676209_app-logo-5150-aarhus-5555.png,IRONMAN 5150 Aarhus,Europe/Copenhagen,metric,https://track.rtrt.me/e/IRM-AARHUS5150-2018,1319,,,180,,"Århus, Denmark","['56.15313', '10.20488']",DK
181,IRM-FRANCENICE703-2018,2018-09-16,IRONMAN® 70.3® Nice,1537074000,/_imgss/events/IRM-FRANCENICE703-2018/1535879359_703franceapp-5867.png,IM 70.3® Nice,Europe/Paris,metric,https://track.rtrt.me/e/IRM-FRANCENICE703-2018,1294,0,,2156,,"Nice, France","['43.70154', '7.27824']",FR
182,IRM-SUPERFROG703-2018,2018-09-16,IRONMAN® 70.3® SUPERFROG,1537105800,/_imgss/events/IRM-SUPERFROG703-2018/1535880455_703superfrog-5053.png,IM 70.3 SUPERFROG,America/Los_Angeles,standard,https://track.rtrt.me/e/IRM-SUPERFROG703-2018,1295,,,717,,"Imperial Beach CA, United States","['32.57657', '-117.1164']",US
183,IRM-ITALYEMILIA-2018,2018-09-22,IRONMAN® Italy Emilia-Romagna,1537594200,/_imgss/events/IRM-ITALYEMILIA-2018/1535946201_imitalyapp-3946.png,IM Italy EmiliaRomagna,Europe/Rome,metric,https://track.rtrt.me/e/IRM-ITALYEMILIA-2018,1296,,,2052,,"Finale Emilia, Italy","['44.83199', '11.29137']",IT
184,IRM-ATLANTICCITY703-2018,2018-09-23,IRONMAN® 70.3® Atlantic City,1537699800,/_imgss/events/IRM-ATLANTICCITY703-2017/1505404120_ironman703-atlanticcity-6184.png,IM 70.3 AC,America/New_York,standard,https://track.rtrt.me/e/IRM-ATLANTICCITY703-2018,1297,,,2080,,"Atlantic City NJ, United States","['39.36288', '-74.42638']",US
185,IRM-ER5150-2018,2018-09-23,IRONMAN® 5150™ Cervia Triathlon Emilia Romagna,1537696800,/_imgss/events/IRM-ER5150-2017/1505836137_5150logo1000-1570.png,IRONMAN 5150 Emilia,Europe/Rome,metric,https://track.rtrt.me/e/IRM-ER5150-2018,1322,,,676,,"Imola, Italy","['44.35762', '11.7117']",IT
186,IRM-SLOVENIANISTRIA703-2018,2018-09-23,I FEEL SLOVENIA IRONMAN® 70.3® Slovenian Istria,1537680600,/_imgss/events/IRM-SLOVENIANISTRIA703-2018/1536018815_sloveniaapp-3441.png,IM70.3 Slovenia Istria,Europe/Ljubljana,metric,https://track.rtrt.me/e/IRM-SLOVENIANISTRIA703-2018,1303,,,1163,,"Koper, Slovenia","['45.53976', '13.73332']",SI
187,IRM-WEYMOUTH703-2018,2018-09-23,IRONMAN® 70.3® Weymouth,1537683600,/_imgss/events/IRM-WEYMOUTH703-2017/1505316737_ironman703-weymouth-logo-2678.png,IM 70.3 Weymouth,Europe/London,metric,https://track.rtrt.me/e/IRM-WEYMOUTH703-2018,1302,,,1933,,"Weymouth, United Kingdom","['50.61225', '-2.45854']",
188,IRM-703CHONGQING-2018,2018-09-23,IRONMAN® 70.3® Chongqing,1537666800,/_imgss/events/IRM-703CHONGQING-2018/1535949197_703chongqingapp-2552.png,IM 70.3 Chongqing,Asia/Urumqi,metric,https://track.rtrt.me/e/IRM-703CHONGQING-2018,1299,,,,,"Chongqing, China","['29.56256', '106.55183']",CN
189,IRM-AUGUSTA703-2018,2018-09-23,IRONMAN® 70.3® Augusta,1537702200,/_imgss/events/IRM-AUGUSTA703-2017/1505825440_ironman703-augusta-6092.png,IM 70.3 Augusta,America/New_York,standard,https://track.rtrt.me/e/IRM-AUGUSTA703-2018,1298,,,2740,,"Augusta GA, United States","['33.44092', '-82.11807']",US
190,IRM-MARYLAND-2018,2018-09-29,IRONMAN® Maryland,1538217900,/_imgss/events/IRM-MARYLAND-2017/1536019297_marylandapp-4688.png,IM Maryland,America/New_York,standard,https://track.rtrt.me/e/IRM-MARYLAND-2018,1304,,,1387,,"Cambridge MD, United States","['38.56312', '-76.07806']",
191,IRM-RIODEJANEIRO-2018,2018-09-30,CAIXA IRONMAN® 70.3® Rio de Janeiro,1538299800,/_imgss/events/IRM-RIODEJANEIRO-2018/1537939875_rio-app-logo-7013.png,IM 70.3 Rio,America/Sao_Paulo,metric,https://track.rtrt.me/e/IRM-RIODEJANEIRO-2018,1307,,,1258,,"Rio De Janeiro, Brazil","['-22.97673', '-43.19508']",BR
192,IRM-CASCAIS703-2018,2018-09-30,IRONMAN® 70.3® Portugal Cascais,1538288820,/_imgss/events/IRM-CASCAIS703-2017/1536022254_portugalapp-6289.png,IM 70.3 Cascais,Europe/Lisbon,metric,https://track.rtrt.me/e/IRM-CASCAIS703-2018,1306,,,2097,,"Cascais, Portugal","['38.7062', '-9.39459']",PT
193,IRM-COZUMEL703-2018,2018-09-30,MetLife IRONMAN® 70.3® Cozumel Presented by Innovasport,1538308200,/_imgss/events/IRM-COZUMEL703-2018/1537830364_cozumel-app-logo-6579.png,IM 70.3 Cozumel,America/Cancun,metric,https://track.rtrt.me/e/IRM-COZUMEL703-2018,1305,,,1692,,"Cozumel QROO, Mexico","['20.50872', '-86.94839']",MX
194,IRM-CHATTANOOGA-2018,2018-09-30,Little Debbie IRONMAN® Chattanooga Presented by Mckee A Family Bakery,1538306400,/_imgss/events/IRM-CHATTANOOGA-2018/1536024383_chattapp-6807.png,IM Chattanooga,America/New_York,standard,https://track.rtrt.me/e/IRM-CHATTANOOGA-2018,1308,,,1966,,"Chattanooga TN, United States","['35.04617', '-85.30945']",US
195,IRM-703LANZAROTE-2018,2018-10-06,Club La Santa IRONMAN® 70.3® Lanzarote,1538807400,/_imgss/events/IRM-703LANZAROTE-2018/1538491421_ironman-703---logo-for-the-back-6343.jpg,IM 70.3 Lanzarote,Atlantic/Canary,metric,https://track.rtrt.me/e/IRM-703LANZAROTE-2018,1324,,,529,,"Arrecife, Spain","['28.95835', '-13.54867']",ES
196,IRM-TAIWAN-2018,2018-10-07,IRONMAN® Taiwan,1538862900,/_imgss/events/IRM-TAIWAN-2017/1506434082_im-apac-event-branding-taiwan-3942.png,IRONMAN Taiwan,Asia/Taipei,metric,https://track.rtrt.me/e/IRM-TAIWAN-2018,13256,,,744,,"Penghu County, Taiwan, Taiwan","['23.56965', '119.56611']",
197,IRM-BARCELONA-2018,2018-10-07,IRONMAN® Barcelona,1538892480,/_imgss/events/IRM-BARCELONA-2017/1506434618_ironman-barcelona-logo-7428.png,IM Barcelona,Europe/Madrid,metric,https://track.rtrt.me/e/IRM-BARCELONA-2018,1326,,,2465,,"Calella, Spain","['41.6147', '2.65736']",ES
198,IRM-WORLDCHAMPIONSHIP-2018,2018-10-13,IRONMAN® World Championship brought to you by Amazon,1539448500,/_imgss/events/IRM-WORLDCHAMPIONSHIP-2018/1536601772_pos-app-logo-wc-2708.png,IRONMAN WC,Pacific/Honolulu,standard,https://track.rtrt.me/e/IRM-WORLDCHAMPIONSHIP-2018,1318,,,2305,,"Kailua Kona HI, United States","['19.64014', '-155.99577']",US
199,IRM-LOUISVILLE-2018,2018-10-14,IRONMAN Louisville,1539516300,/_imgss/events/IRM-LOUISVILLE-2017/1506547351_ironman-louisville-3199.png,IRONMAN Louisville,America/New_York,standard,https://track.rtrt.me/e/IRM-LOUISVILLE-2018,1333,,,1845,,"Louisville KY, United States","['38.1378', '-85.68635']",US
200,IRM-COQUIMBO03-2018,2018-10-20,Subaru IRONMAN® 70.3® Coquimbo,1540033200,/_imgss/events/IRM-COQUIMBO03-2018/1539745108_coquimbo-app-logo-4204.png,IRONMAN 70.3 Coquimbo,America/Santiago,metric,https://track.rtrt.me/e/IRM-COQUIMBO03-2018,1343,,,415,0,"Coquimbo CO, Chile","['-29.9541', '-71.3381']",CL
201,IRM-ARIZONA703-2018,2018-10-21,IRONMAN® 70.3® Arizona,1540128000,/_imgss/events/IRM-ARIZONA703-2017/1508172877_ironman703-arizona-6421.png,IRONMAN 70.3 Arizona,America/Phoenix,standard,https://track.rtrt.me/e/IRM-ARIZONA703-2018,1344,,,1277,,"Tempe AZ, United States","['33.42551', '-111.93724']",US
202,IRM-BUENOSAIRES5150-2018,2018-10-21,Sport Club IRONMAN® 5i50™ Buenos Aires,1540113300,/_imgss/events/IRM-BUENOSAIRES5150-2018/1539876031_5150-buenos-aires-app-logo2-8859.png,IM 5150 Buenos Aires,America/Argentina/Buenos_Aires,metric,https://track.rtrt.me/e/IRM-BUENOSAIRES5150-2018,1349,0,,718,,"Buenos Aires, Argentina","['-34.617803', '-58.439558']",DK
203,IRM-NEWORLEANS703-2018,2018-10-21,Ochsner IRONMAN® 70.3® New Orleans | 5i50™ New Orleans,1540123200,/_imgss/events/IRM-NEWORLEANS703-2018/1539962933_new-orleans-lockup-181.png,IM 70.3 & 5i50 NOLA,America/Chicago,standard,https://track.rtrt.me/e/IRM-NEWORLEANS703-2018,13465,,,960,,"New Orleans LA, United States","['29.91733', '-89.98107']",US
204,IRM-703SHANGHAI-2018,2018-10-21,IRONMAN® 70.3® Shanghai,1540078800,/_imgss/events/IRM-703SHANGHAI-2018/1539651615_shanghai-9757.png,IM 70.3 Shanghai,Asia/Shanghai,metric,https://track.rtrt.me/e/IRM-703SHANGHAI-2018,1345,,,944,,"Chongming Xian, China","['31.62825', '121.39831']",
205,IRM-TURKEY703-2018,2018-10-28,IRONMAN® 70.3® Turkey,1540702800,/_imgss/events/IRM-TURKEY703-2018/1539877103_im703turkey-app-logo-1646.png,IM 70.3 Turkey,Europe/Istanbul,metric,https://track.rtrt.me/e/IRM-TURKEY703-2018,1351,,,1167,,"Antalya 07, Turkey","['36.9', '30.68333']",TR
206,IRM-703WACO-2018,2018-10-28,Bicycle World Texas IRONMAN® 70.3® Waco,1540731000,/_imgss/events/IRM-703WACO-2018/1540591942_im-703waco-3725.png,IM70.3® Waco,America/Chicago,standard,https://track.rtrt.me/e/IRM-703WACO-2018,1334,,,2155,,"Waco TX, United States","['31.57182', '-97.14951']",US
207,IRM-5150SUBICBAY-2018,2018-11-04,Black Arrow Express IRONMAN® 5i50™ Subic Bay Philippines,1541284020,/_imgss/events/IRM-5150SUBICBAY-2018/1540825697_logo-ironman-8988.png,5i50 Subic Bay,Asia/Manila,metric,https://track.rtrt.me/e/IRM-5150SUBICBAY-2018,1368,,,699,,"Olongapo City, Olongapo, Philippines","['14.83333', '120.28333']",
208,IRM-LOSCABOS-2018,2018-11-04,Mazda IRONMAN® 70.3® Latin American Tri Club Championship Los Cabos,1541337600,/_imgss/events/IRM-LOSCABOS-2018/1540591402_im-703-loscabos-2555.png,IRONMAN 70.3 Los Cabos,America/Mazatlan,metric,https://track.rtrt.me/e/IRM-LOSCABOS-2018,1362,,,595,,"Los Cabos BCS, Mexico","['23.06159', '-109.69529']",
209,IRM-SOUTHAMERICANCHAMPIONSHIP703-2018,2018-11-04,"Sport Club IRONMAN® 70.3® Buenos Aires South American Championship, Argentina",1541325600,/_imgss/events/IRM-SOUTHAMERICANCHAMPIONSHIP703-2018/1540846228_703buenosaires-4395.png,IM 70.3 Buenos Aires,America/Argentina/Buenos_Aires,metric,https://track.rtrt.me/e/IRM-SOUTHAMERICANCHAMPIONSHIP703-2018,1359,,,2065,,"Buenos Aires, Argentina","['-34.617803', '-58.439558']",US
210,IRM-FLORIDA-2018,2018-11-04,IRONMAN® Florida,1541331000,/_imgss/events/IRM-FLORIDA-2018/1539876676_imflorida-app-logo-2871.png,IM® Florida,America/New_York,standard,https://track.rtrt.me/e/IRM-FLORIDA-2018,1350,,,1665,,"Haines City FL, United States","['28.10669', '-81.627']",US
211,IRM-MALAYSIA-2018,2018-11-17,IRONMAN® Malaysia | IRONMAN® 70.3® Langkawi,1542409200,/_imgss/events/IRM-MALAYSIA-2018/1541795837_subic-bay-lockup-full-1536.jpg,IM Malaysia - Langkawi,Asia/Kuala_Lumpur,metric,https://track.rtrt.me/e/IRM-MALAYSIA-2018,1364,,,1879,,"Langkawi 09, Malaysia","['6.35', '99.8']",MY
212,IRM-XIAMEN703-2018,2018-11-18,IRONMAN® 70.3® Xiamen,1542499200,/_imgss/events/IRM-XIAMEN703-2018/1540594288_im-703-iamen-2109.png,IRONMAN 70.3 Xiamen,Asia/Shanghai,metric,https://track.rtrt.me/e/IRM-XIAMEN703-2018,1363,,,1069,,"Xiamen Shi, Fujian, China","['24.665655', '118.1459825']",
213,IRM-ARIZONA-2018,2018-11-18,IRONMAN® Arizona,1542548400,/_imgss/events/IRM-ARIZONA-2018/1540398991_im-az-3725.png,IRONMAN Arizona,America/Phoenix,standard,https://track.rtrt.me/e/IRM-ARIZONA-2018,1332,,,2256,,"Tempe AZ, United States","['33.42551', '-111.93724']",US
214,IRM-COZUMEL-2018,2018-11-18,Mazda IRONMAN® Cozumel,1542543300,/_imgss/events/IRM-COZUMEL-2018/1541006626_cozumel-10-2009.png,IRONMAN Cozumel,America/Cancun,metric,https://track.rtrt.me/e/IRM-COZUMEL-2018,1365,,,1493,,"Cozumel QROO, Mexico","['20.49978', '-86.95449']",
215,IRM-NMB5150-2018,2018-11-25,Standard Bank 5150 Nelson Mandela Bay,1543123800,/_imgss/events/IRM-NMB5150-2018/1542695889_5150-nmb-logo-9971.png,Standard Bank 5150 NMB,Africa/Johannesburg,metric,https://track.rtrt.me/e/IRM-NMB5150-2018,1375,,,741,,"South Africa, South Africa","['-33.96257', '25.62335']",ZA
216,IRM-FORTALEZA703-2018,2018-11-25,CAIXA IRONMAN® 70.3® Fortaleza,1543136400,/_imgss/events/IRM-FORTALEZA703-2018/1542996699_fortaleza-app-logo-9613.png,IM 70.3 Fortaleza,America/Fortaleza,metric,https://track.rtrt.me/e/IRM-FORTALEZA703-2018,1369,,,723,,"Fortaleza CE, Brazil","['-3.7305', '-38.5218']",BR
217,IRM-WESTERNSYDNEY703-2018,2018-11-25,IRONMAN® 70.3® Western Sydney,1543086900,/_imgss/events/IRM-WESTERNSYDNEY703-2018/1540597217_im703sydney-4162.png,IM 70.3 Western Sydney,Australia/Sydney,metric,https://track.rtrt.me/e/IRM-WESTERNSYDNEY703-2018,1367,,,1077,,"Sydney NSW, Australia","['-33.868', '151.21']",AU
218,IRM-CARTAGENA703-2018,2018-12-02,Allianz IRONMAN 70.3 Cartagena Presented by Chevrolet,1543749300,/_imgss/events/IRM-CARTAGENA703-2018/1543512721_logo-4983.png,IRONMAN 70.3 Cartagena,America/Bogota,metric,https://track.rtrt.me/e/IRM-CARTAGENA703-2018,1379,,,1723,,"Cartagena, Colombia","['10.42505', '-75.53837']",CO
219,IRM-MARDELPLATA-2018,2018-12-02,SportClub IRONMAN® Mar Del Plata,1543741200,/_imgss/events/IRM-MARDELPLATA-2018/1543505629_logo-sc-mdp-5819.png,IRONMAN Mar Del Plata,America/Argentina/Buenos_Aires,metric,https://track.rtrt.me/e/IRM-MARDELPLATA-2018,1378,0,,785,,"Mar del Plata B, Argentina","['-38', '-57.55']",
220,IRM-WESTERNAUSTRALIA-2018,2018-12-02,IRONMAN® Western Australia | IRONMAN® 70.3® Western Australia,1543699200,/_imgss/events/IRM-WESTERNAUSTRALIA-2018/1543513419_busselton-lockup-620.png,IM Western Australia,Australia/Perth,metric,https://track.rtrt.me/e/IRM-WESTERNAUSTRALIA-2018,13756,,,1636,,"Perth WA, Australia","['-31.9527', '115.8605']",
221,IRM-TAUPO703-2018,2018-12-08,IRONMAN® 70.3® Taupō,1544202900,/_imgss/events/IRM-TAUPO703-2018/1543517329_taupo-7728.png,IM 70.3 Taupō,Pacific/Auckland,metric,https://track.rtrt.me/e/IRM-TAUPO703-2018,1380,,,780,,"Taupo, New Zealand","['-38.68682', '176.0696']",NZ
222,IRM-BAHRAIN703-2018,2018-12-08,IRONMAN® 70.3® Middle Eastern Championship Bahrain,1544239200,/_imgss/events/IRM-BAHRAIN703-2017/1510679447_ironman703-bahrain-middleeastchampionship--6400.png,IRONMAN 70.3 Bahrain,Asia/Bahrain,metric,https://track.rtrt.me/e/IRM-BAHRAIN703-2018,1355,,,983,,"Manama, Bahrain","['26.22954', '50.576']",BH
223,IRM-INDIANWELLSLAQUINTA703-2018,2018-12-09,IRONMAN® 70.3® Indian Wells La Quinta,1544367600,/_imgss/events/IRM-INDIANWELLSLAQUINTA703-2018/1543518736_indian-wells-logo-909.png,IM 70.3 Indian Wells,America/Los_Angeles,standard,https://track.rtrt.me/e/IRM-INDIANWELLSLAQUINTA703-2018,1381,,,2198,,"Indian Wells CA, United States","['33.7218', '-116.3383']",US
224,IRM-PUCON703-2019,2019-01-13,HERBALIFE IRONMAN® 70.3® Pucon,1547376300,/_imgss/events/IRM-PUCON703-2019/1546634741_app-logo-9437.png,IRONMAN 70.3 Pucon,America/Montevideo,metric,https://track.rtrt.me/e/IRM-PUCON703-2019,1409,,,1628,,"Pucón AR, Chile","['-39.27495', '-71.97026']",CL
225,IRM-SOUTHAFRICA703-2019,2019-01-27,Standard Bank IRONMAN® 70.3® South Africa,1548564300,/_imgss/events/IRM-SOUTHAFRICA703-2019/1546629898_app-logo-7188.png,IM 70.3 South Africa,Africa/Johannesburg,metric,https://track.rtrt.me/e/IRM-SOUTHAFRICA703-2019,1408,,,1617,,"East London, South Africa","['-33.01524', '27.90396']",
226,IRM-DUBAI703-2019,2019-02-01,IRONMAN® 70.3® Dubai,1548990000,/_imgss/events/IRM-DUBAI703-2019/1547564937_2019-logo-7104.png,IM70.3 Dubai,Asia/Dubai,metric,https://track.rtrt.me/e/IRM-DUBAI703-2019,1421,,,1984,,"Dubai, United Arab Emirates","['25.26944', '55.30865']",AE
227,IRM-GEELONG703-2019,2019-02-17,The Baker Institute IRONMAN® 70.3® Geelong,1550347200,/_imgss/events/IRM-GEELONG703-2019/1547565815_2019-logo-1676.png,IM 70.3 GEELONG,Australia/Melbourne,metric,https://track.rtrt.me/e/IRM-GEELONG703-2019,1422,,,1076,,"Geelong VIC, Australia","['-38.14853', '144.36018']",AU
228,IRM-BANGSAEN703-2019,2019-02-24,TOYOTA IRONMAN® 70.3® Bangsaen Presented by MAMA,1550964300,/_imgss/events/IRM-BANGSAEN703-2019/1550242466_im703bangsaen-2019-7443.png,IM 70.3 Bangsaen,Asia/Bangkok,metric,https://track.rtrt.me/e/IRM-BANGSAEN703-2019,1430,,,1534,," Bangsaen, Chonburi Province, Thailand","['13.7132', '100.4828']",TH
229,IRM-COLOMBO703-2019,2019-02-24,So Sri Lanka IRONMAN® 70.3® Colombo,1550969100,/_imgss/events/IRM-COLOMBO703-2019/1550245449_im703colombo-2019-4557.png,IM 70.3 Colombo,Asia/Colombo,metric,https://track.rtrt.me/e/IRM-COLOMBO703-2019,1424,,,484,,"Colombo, Sri Lanka","['6.93195', '79.84556']",LK
230,IRM-OMAN703-2019,2019-03-01,IRONMAN® 70.3® Oman,1551407400,/_imgss/events/IRM-OMAN703-2019/1550798339_imoman-2019-2934.png,IM 70.3 Oman,Asia/Muscat,metric,https://track.rtrt.me/e/IRM-OMAN703-2019,1426,,,705,,"Muscat, Oman","['23.61', '58.54']",AE
231,IRM-NEWZEALAND-2019,2019-03-02,Kelloggs Nutri-Grain IRONMAN® New Zealand | Kelloggs Nutri-Grain IRONMAN® 70.3® New Zealand,1551462300,/_imgss/events/IRM-NEWZEALAND-2019/1550247755_imnz-lockup-2-3650.png,IM & IM 70.3 NZ,Pacific/Auckland,metric,http://ap.ironman.com/triathlon/events/asiapac/ironman/new-zealand/results/ironman-oceania-app.aspx,1432,,,1657,,"Taupo, New Zealand","['-38.68682', '176.0696']",NZ
232,IRM-BARILOCHE-2019,2019-03-10,Sport Club IRONMAN® 70.3® Bariloche,1552222800,/_imgss/events/IRM-BARILOCHE-2019/1551471786_ironman703-patagonia1000500-4148.png,IM 70.3 Bariloche,America/Argentina/Buenos_Aires,metric,https://track.rtrt.me/e/IRM-BARILOCHE-2019,1435,,,398,,"Bariloche RN, Argentina","['-41.50824', '-71.53616']",AR
233,IRM-PUERTORICO-2019,2019-03-17,IRONMAN® 70.3® Puerto Rico Presented by Discover Puerto Rico,1552819920,/_imgss/events/IRM-PUERTORICO-2019/1546980397_2019-logo-7103.png,IM 70.3 Puerto Rico,America/Puerto_Rico,metric,https://track.rtrt.me/e/IRM-PUERTORICO-2019,1411,,,853,,"San Juan PR, Puerto Rico","['18.38475', '-66.05481']",
234,IRM-CAMPECHE703-2019,2019-03-17,Mazda IRONMAN® 70.3® Campeche,1552848600,/_imgss/events/IRM-CAMPECHE703-2019/1551199420_2019-logo-246.png,IM 70.3 Campeche,America/Merida,metric,https://track.rtrt.me/e/IRM-CAMPECHE703-2019,1431,,,632,,"Campeche CAMP, Mexico","['19.84549', '-90.53702']",MX
235,IRM-SUPERSEALOLYMPIC-2019,2019-03-17,SuperSEAL Olympic Triathlon,1552830300,/_imgss/events/IRM-SUPERSEALOLYMPIC-2018/1521043674_app-logo-h-100500-superseal-8812.png,SuperSEAL,America/Los_Angeles,standard,https://track.rtrt.me/e/IRM-SUPERSEALOLYMPIC-2019,1423,,,876,,"Coronado CA, United States","['32.67619', '-117.17089']",US
236,IRM-TAIWAN703-2019,2019-03-24,IRONMAN® 70.3® Taiwan,1553378400,/_imgss/events/IRM-TAIWAN703-2019/1569298003_im703taiwan-2019-7887.png,IM 70.3 Taiwan,Asia/Taipei,metric,https://track.rtrt.me/e/IRM-TAIWAN703-2019,1453,,,2082,,"Taitung City TTT, Taiwan","['22.77', '121.14']",
237,IRM-DAVAO703-2019,2019-03-24,ALVEO IRONMAN® 70.3® Davao Presented by Petron,1553379000,/_imgss/events/IRM-DAVAO703-2019/1547653923_2019-logo-7134.jpg,IM 70.3 Davao,Asia/Manila,metric,https://track.rtrt.me/e/IRM-DAVAO703-2019,1436,,,1419,,"Davao City, Philippines","['7.06574', '125.61078']",PH
238,IRM-OCEANSIDE703-2019,2019-04-06,IRONMAN® 70.3® Oceanside,1554558000,/_imgss/events/IRM-OCEANSIDE703-2019/1547654567_imca-2019-679.png,IM 70.3 Oceanside,America/Los_Angeles,standard,https://track.rtrt.me/e/IRM-OCEANSIDE703-2019,1437,,,2390,,"Oceanside CA, United States","['33.19715', '-117.38058']",US
239,IRM-URUGUAY703-2019,2019-04-07,IRONMAN® 70.3® Punta del Este,1554631200,/_imgss/events/IRM-URUGUAY703-2018/1521043331_app-logo-h-1000500-punta-6906.png,IM 70.3 Uruguay,America/Montevideo,metric,https://track.rtrt.me/e/IRM-URUGUAY703-2019,1439,,,969,,"Punta del Este MA, Uruguay","['-34.943138', '-54.929664']",UY
240,IRM-TEXAS703-2019,2019-04-07,Memorial Hermann IRONMAN® 70.3® Texas,1554638400,/_imgss/events/IRM-TEXAS703-2018/1521043396_app-logo-h-70-3-teas-7767.png,IM 70.3 Texas,America/Chicago,standard,https://track.rtrt.me/e/IRM-TEXAS703-2019,1438,,,386,,"Galveston TX, United States","['29.29533', '-94.80791']",
241,IRM-SOUTHAFRICA-2019,2019-04-07,Standard Bank IRONMAN® African Championship South Africa,1554611400,/_imgss/events/IRM-SOUTHAFRICA-2019/1547486399_2019-logo-1059.png,IM South Africa,Africa/Johannesburg,metric,https://track.rtrt.me/e/IRM-SOUTHAFRICA-2019,1419,,,1671,,"South Africa, South Africa","['-33.96257', '25.62335']",ZA
242,IRM-LIUZHOU703-2019,2019-04-14,Bank of Liuzhou IRONMAN® 70.3® Liuzhou,1555198200,/_imgss/events/IRM-LIUZHOU703-2019/1554958192_im703liuzhou-2019-8461.png,IM 70.3 Liuzhou,Asia/Shanghai,metric,https://track.rtrt.me/e/IRM-LIUZHOU703-2019,1441,,,711,,"Linzhou 41, People's Republic of China","['36.06561', '113.81528']",PH
243,IRM-FLORIDA703-2019,2019-04-14,IRONMAN® 70.3® Florida,1555239000,/_imgss/events/IRM-FLORIDA703-2019/1547680181_im703florida-2019-4474.png,IM 70.3 Florida,America/New_York,standard,https://track.rtrt.me/e/IRM-FLORIDA703-2019,1451,,,1330,,"Haines City FL, United States","['28.10669', '-81.627']",US
244,IRM-GREECE703-2019,2019-04-14,"IRONMAN® 70.3® Greece, Costa Navarino",1555218000,/_imgss/events/IRM-GREECE703-2019/1551457675_imgreece-2019-2339.png,IM 70.3 Greece,Europe/Athens,metric,https://track.rtrt.me/e/IRM-GREECE703-2019,1592,,,1180,,"Costa Navarino, Greece","['38', '23.71667']",ES
245,IRM-PERU703-2019,2019-04-14,IRONMAN® 70.3® Peru,1555241400,/_imgss/events/IRM-PERU703-2019/1554955985_im703peru-2019-8864.png,IM 70.3 Peru,America/Lima,metric,https://track.rtrt.me/e/IRM-PERU703-2019,1452,,,1015,,"Lima LMA, Peru","['-12', '-76.8333']",PE
246,IRM-TEXAS-2019,2019-04-27,Memorial Hermann IRONMAN® North American Championship Texas,1556364300,/_imgss/events/IRM-TEXAS-2019/1550509344_imt-2019-8730.png,IM Texas,America/Chicago,standard,https://track.rtrt.me/e/IRM-TEXAS-2019,1443,,,2040,,"The Woodlands TX, United States","['30.16964', '-95.49667']",
