,name,date,desc,earliestStartTime,logoImg,shortName,timeZone,units,url,shorturl,postponed,cancelled,finishers,allowSimulations,loc_desc,loc_coords,loc_country_iso
0,IRM-MALLORCA703-2016,2016-05-07,IRONMAN 70.3 Mallorca,1462600500,/_imgss/events/IRM-MALLORCA703-2016/1694332978_1283-495.jpg,IM 70.3 Mallorca,Europe/Madrid,metric,https://track.rtrt.me/e/IRM-MALLORCA703-2016,4313,0,,2648,,"Alcúdia, Spain","['39.85172', '3.12366']",ES
1,IRM-CDA703-2017,2017-06-25,IRONMAN 70.3 Coeur d'Alene Triathlon,1498395600,/_imgss/events/IRM-CDA703-2017/1498338307_coeurdalene-2996.jpg,IRONMAN CDA,America/Los_Angeles,standard,https://track.rtrt.me/e/IRM-CDA703-2017,cda17,,,1636,,Coeur D,"['47.67601', '-116.78928']",US
2,IRM-MUNCIE703-2017,2017-07-08,IRONMAN 70.3 Muncie Triathlon,1499511600,/_imgss/events/IRM-MUNCIE703-2017/1499262839_im-703-muncie-logo-230120-3821.png,IRONMAN 70.3 Muncie,America/Indiana/Indianapolis,standard,https://track.rtrt.me/e/IRM-MUNCIE703-2017,8794,,,,,"Muncie IN, United States","['40.26547', '-85.3681']",US
3,IRM-MUSKOKA703-2017,2017-07-09,IRONMAN 70.3 Muskoka Triathlon,1499598000,/_imgss/events/IRM-MUSKOKA703-2017/1499283636_im-703-muskoka-logo-230120-9400.png,IRONMAN 70.3 Muskoka,America/Toronto,metric,https://track.rtrt.me/e/IRM-MUSKOKA703-2017,881,,,1191,," ON, Canada","['45.32656', '-79.218']",CA
4,IRM-JONKOPING703-2017,2017-07-09,IRONMAN 70.3 Jonkoping Triathlon,1499586600,/_imgss/events/IRM-JONKOPING703-2017/1499474506_im-703-jonkoping-logo-230120-2161.png,IRONMAN 70.3 Jonkoping,Europe/London,metric,https://track.rtrt.me/e/IRM-JONKOPING703-2017,883,,,,,"Jönköping, Sweden","['57.78231', '14.17183']",SE
5,IRM-EUCHP-2017,2017-07-09,Mainova IRONMAN European Championship,1499574600,/_imgss/events/IRM-EUCHP-2017/1499370843_im-frankfurt-logo-230120-620.png,IM EU Championship,Europe/Berlin,metric,https://track.rtrt.me/e/IRM-EUCHP-2017,882,,,0,,"Markt Taschendorf, Germany","['49.68046', '10.52625']",DE
6,IRM-RACINE703-2017,2017-07-16,IRONMAN 70.3 Racine Triathlon,1500207600,/_imgss/events/IRM-RACINE703-2017/1499723519_2017-ironman-70-3-racine-logo-230120-1-6379.png,IRONMAN 70.3 Racine,America/Chicago,standard,https://track.rtrt.me/e/IRM-RACINE703-2017,886,,,1259,,"Racine WI, United States","['42.72519', '-87.79044']",US
7,IRM-LAKEPLACID-2017,2017-07-23,IRONMAN Lake Placid,1500805800,/_imgss/events/IRM-LAKEPLACID-2017/1500323088_ironman-lake-placid-230120-8264.png,IRONMAN Lake Placid,America/New_York,standard,https://track.rtrt.me/e/IRM-LAKEPLACID-2017,891,,,2199,,"Lake Placid NY, United States","['44.28209', '-73.98274']",US
8,IRM-CALGARY703-2017,2017-07-23,IRONMAN 70.3 Calgary,1500813900,/_imgss/events/IRM-CALGARY703-2017/1500049994_ironman-703-calgary-7790.jpg,IRONMAN 70.3 Calgary,America/Edmonton,metric,https://track.rtrt.me/e/IRM-CALGARY703-2017,887,,,721,,"Calgary, Canada","['51.04523', '-114.06315']",CA
9,IRM-FRANCE-2017,2017-07-23,IRONMAN France,1500783900,/_imgss/events/IRM-FRANCE-2017/1500378071_ironman-francenice-3208.png,IM France,Europe/Paris,metric,https://track.rtrt.me/e/IRM-FRANCE-2017,892,,,1647,,"Nice, France","['43.70154', '7.27824']",FR
10,IRM-ZURICH5150-2017,2017-07-29,IRONMAN 5150 Zurich Triathlon,1501308000,/_imgss/events/IRM-ZURICH5150-2017/1501094376_5150-zurichtriathlon-403.png,IRONMAN 5150 Zurich,Europe/Zurich,metric,https://track.rtrt.me/e/IRM-ZURICH5150-2017,903,,,997,,"Zurich, Switzerland","['47.37704', '8.53955']",CH
11,IRM-SANTAROSA-2017,2017-07-29,IRONMAN Santa Rosa,1501333800,/_imgss/events/IRM-SANTAROSA-2017/1500985595_ironmansantarosa-logo-pos-7399.png,IRONMAN Santa Rosa,America/Los_Angeles,standard,https://track.rtrt.me/e/IRM-SANTAROSA-2017,896,,,1736,,"Santa Rosa CA, United States","['38.4379', '-122.71245']",US
12,IRM-ECUADOR703-2017,2017-07-30,IRONMAN 70.3 Ecuador Triathlon,1501415100,/_imgss/events/IRM-ECUADOR703-2017/1501005274_ironman703-ecuor-215141-6163.png,IRONMAN 70.3 Ecuador,America/Guayaquil,standard,https://track.rtrt.me/e/IRM-ECUADOR703-2017,902,,,1189,,"Manta, Ecuador","['-0.98109', '-80.6967']",EC
13,IRM-OHIO703-2017,2017-07-30,IRONMAN 70.3 Ohio Triathlon,1501412400,/_imgss/events/IRM-OHIO703-2017/1500985211_ironman703-ohio-230120-9713.png,IRONMAN 70.3 Ohio,America/New_York,standard,https://track.rtrt.me/e/IRM-OHIO703-2017,901,,,1797,,"Delaware OH, United States","['40.30115', '-83.06577']",US
14,IRM-SWITZERLAND-2017,2017-07-30,IRONMAN Switzerland,1501389600,/_imgss/events/IRM-SWITZERLAND-2017/1500985693_ironman-switzerland-1386.jpg,IM Switzerland,Europe/Zurich,metric,https://track.rtrt.me/e/IRM-SWITZERLAND-2017,900,,,1310,,"Zurich, Switzerland","['47.37704', '8.53955']",CH
15,IRM-CANADA-2017,2017-07-30,IRONMAN Canada and IRONMAN 70.3 Canada,1501421400,/_imgss/events/IRM-CANADA-2017/1501000851_ironman703-cana-imcana-3007.png,IM & IM 70.3 Canada,America/Vancouver,metric,https://track.rtrt.me/e/IRM-CANADA-2017,899,,,2380,,"Whistler BC, Canada","['50.08845', '-122.98684']",CA
16,IRM-OTEPAA703-2017,2017-08-05,IRONMAN 70.3 Otepää Triathlon,1501920000,,IRONMAN 70.3 Otepää,Europe/Paris,metric,https://track.rtrt.me/e/IRM-OTEPAA703-2017,907,,,,,"Otepää, Estonia","['58.06023', '26.49689']",EE
17,IRM-BOULDER703-2017,2017-08-05,IRONMAN 70.3 Boulder Triathlon,1501938300,/_imgss/events/IRM-BOULDER703-2017/1501527902_ironman-703-boulder-7866.png,IRONMAN 70.3 Boulder,America/Denver,standard,https://track.rtrt.me/e/IRM-BOULDER703-2017,906,,,2012,,"Boulder CO, United States","['40.01574', '-105.27924']",US
18,IRM-CEBU703-2017,2017-08-06,Cobra Energy Drink IRONMAN 70.3 Philippines,1501971600,/_imgss/events/IRM-CEBU703-2017/1501582586_cobraironman703phil-logo-1096.jpg,IRONMAN 70.3 Cebu,Asia/Manila,metric,https://track.rtrt.me/e/IRM-CEBU703-2017,908,,,1868,,"Lapu-Lapu City, Philippines","['10.3066', '124.0027']",PH
19,IRM-MAASTRICHT-2017,2017-08-06,IRONMAN Maastricht-Limburg,1501995600,/_imgss/events/IRM-MAASTRICHT-2017/1501534553_ironman-maastricht-limburg-logo-pos-184.png,IM Maastricht,Europe/Amsterdam,metric,https://track.rtrt.me/e/IRM-MAASTRICHT-2017,905,,,1067,,"Maastricht, Netherlands","['50.84981', '5.68829']",NL
20,IRM-STEELHEAD703-2017,2017-08-13,IRONMAN 70.3 Steelhead Triathlon,1502622000,/_imgss/events/IRM-STEELHEAD703-2017/1502127980_maytag-ironman703-steelhe-7483.jpg,IRONMAN 70.3 Steelhead,America/Detroit,standard,https://track.rtrt.me/e/IRM-STEELHEAD703-2017,9073,,,1666,,"Benton Harbor MI, United States","['42.12238', '-86.37867']",US
21,IRM-HAMBURG-2017,2017-08-13,IRONMAN Hamburg,1502599200,/_imgss/events/IRM-HAMBURG-2017/1502107850_ironmanhamburg-logo-3484.jpg,IM Hamburg,Europe/Berlin,metric,https://track.rtrt.me/e/IRM-HAMBURG-2017,9062,,,1997,,"Hamburg, Germany","['53.5521', '10.01093']",DE
22,IRM-KALMAR-2017,2017-08-19,"IRONMAN Kalmar, Sweden",1503118500,/_imgss/events/IRM-KALMAR-2017/1502195583_ironman-kalmar-4590.jpg,IM Kalmar,Europe/Stockholm,metric,https://track.rtrt.me/e/IRM-KALMAR-2017,9080,,,2032,,"Kalmar, Sweden","['56.66956', '16.30022']",SE
23,IRM-MONTTREMBLANT-2017,2017-08-20,IRONMAN Mont-Tremblant,1503225300,/_imgss/events/IRM-MONTTREMBLANT-2017/1502808283_subaru-ironman-monttremblant-presentedby-sportium-french-6020.jpg,IRONMAN Mont-Tremblant,America/Montreal,metric,https://track.rtrt.me/e/IRM-MONTTREMBLANT-2017,911,,,1809,,"Mont-Tremblant QC, Canada","['46.11834', '-74.60169']",CA
24,IRM-DUBLIN703-2017,2017-08-20,IRONMAN 70.3 Dublin Triathlon,1503208800,/_imgss/events/IRM-DUBLIN703-2017/1502713423_ironman703dublin-5090.jpg,IRONMAN 70.3 Dublin,Europe/Dublin,metric,https://track.rtrt.me/e/IRM-DUBLIN703-2017,913,,,1534,,"Dublin, Ireland","['53.34792', '-6.24828']",IE
25,IRM-COPENHAGEN-2017,2017-08-20,KMD IRONMAN Copenhagen,1503205200,/_imgss/events/IRM-COPENHAGEN-2017/1502712548_ironman-copenhagen-07-4301.jpg,IM Copenhagen,Europe/Copenhagen,metric,http://live.ultimate.dk/desktop/front/index.php?eventid=3737&ignoreuseragent=true,912,,,,,"Frederiksberg, Denmark","['55.681784', '12.552775']",DK
26,IRM-VICHY703-2017,2017-08-26,IRONMAN 70.3 Vichy Triathlon,1503723000,/_imgss/events/IRM-VICHY703-2017/1503680223_ironman703-vichy-1518.png,IRONMAN 70.3 Vichy,Europe/Paris,metric,https://track.rtrt.me/e/IRM-VICHY703-2017,923,,,1905,,"Vichy, France","['46.12686', '3.42999']",
27,IRM-QUJING703-2017,2017-08-27,IRONMAN 70.3 Qujing Triathlon,1503792000,/_imgss/events/IRM-QUJING703-2017/1503679078_ironman703-qujing-logo-1528.png,IRONMAN 70.3 Qujing,Asia/Urumqi,metric,https://track.rtrt.me/e/IRM-QUJING703-2017,925,,,338,,"China, China","['25.49333', '103.78697']",CN
28,IRM-VICHY-2017,2017-08-27,IRONMAN Vichy,1503809400,/_imgss/events/IRM-VICHY-2017/1503679246_ironman-vichy-8381.png,IM Vichy,Europe/Paris,metric,https://track.rtrt.me/e/IRM-VICHY-2017,924,,,1241,,"Vichy, France","['46.12686', '3.42999']",FR
29,IRM-MAINE703-2017,2017-08-27,IRONMAN 70.3 Maine Triathlon,1503829200,/_imgss/events/IRM-MAINE703-2017/1503679473_ironman703-maine-9059.png,IRONMAN 70.3 Maine,America/New_York,standard,https://track.rtrt.me/e/IRM-MAINE703-2017,922,,,1720,,"Old Orchard Beach ME, United States","['43.51043', '-70.37873']",US
30,IRM-KAPRUN703-2017,2017-08-27,IRONMAN 70.3 Zell am See-Kaprun Triathlon,1503824400,/_imgss/events/IRM-KAPRUN703-2017/1503680718_kaprun-6853.png,IRONMAN 70.3 Kaprun,Europe/Vienna,metric,https://track.rtrt.me/e/IRM-KAPRUN703-2017,921,,,1740,,"Kaprun, Austria","['47.27084', '12.75756']",AT
31,IRM-CDA-2017,2017-08-27,IRONMAN Coeur d'Alene,1503838800,/_imgss/events/IRM-CDA-2017/1503681408_ironman-coeur-dalene-7357.png,IRONMAN CDA,America/Los_Angeles,standard,https://track.rtrt.me/e/IRM-CDA-2017,920,,,837,,"Coeur D'Alene ID, United States","['47.7177', '-116.78908']",US
32,IRM-CASCAIS703-2017,2017-09-03,IRONMAN 70.3 Portugal Cascais,1504419120,/_imgss/events/IRM-CASCAIS703-2017/1536022254_portugalapp-6289.png,IRONMAN 70.3 Cascais,Europe/Lisbon,metric,https://track.rtrt.me/e/IRM-CASCAIS703-2017,909,,,1673,,"Cascais, Portugal","['38.7062', '-9.39459']",PT
33,IRM-WC703-2017,2017-09-09,IRONMAN 70.3 World Championship - Women,1504956600,/_imgss/events/IRM-WC703-2017/1504911944_2017-icyhot-ironman703-wc-chattanooga-logo-theme-6436.png,IRONMAN 70.3 WC,America/New_York,standard,https://track.rtrt.me/e/IRM-WC703-2017,914,,,1433,,"Chattanooga TN, United States","['35.04672', '-85.30947']",US
34,IRM-GURYE-2017,2017-09-10,IRONMAN Gurye Korea,1504993200,/_imgss/events/IRM-GURYE-2017/1504187847_ironman-korea-03-9544.png,IM Gurye,Asia/Seoul,metric,https://track.rtrt.me/e/IRM-GURYE-2017,931,,,1437,,"South Korea, South Korea","['37.51502', '127.01648']",FR
35,IRM-WI-2017,2017-09-10,IRONMAN Wisconsin,1505043600,/_imgss/events/IRM-WI-2017/1504198173_ironman-wisconsin-6064.png,IRONMAN Wisconsin,America/Chicago,standard,https://track.rtrt.me/e/IRM-WI-2017,934,,,2282,,"Madison WI, United States","['43.07295', '-89.38669']",US
36,IRM-WALES-2017,2017-09-10,IRONMAN Wales,1505022900,/_imgss/events/IRM-WALES-2017/1504279151_ironman-wales-1-6076.png,IM Wales,Europe/London,metric,https://track.rtrt.me/e/IRM-WALES-2017,935,,,1611,,"Haverfordwest, United Kingdom","['51.79189', '-4.98273']",
37,IRM-SUNCOAST703-2017,2017-09-10,IRONMAN 70.3 Sunshine Coast Triathlon,1504986900,/_imgss/events/IRM-SUNCOAST703-2017/1504282389_703-sunshinecoast-logo-7355.png,IRONMAN 70.3 SunCoast,Australia/Brisbane,metric,https://track.rtrt.me/e/IRM-SUNCOAST703-2017,939,,,,,"Sunshine Coast QLD, Australia","['-26.40666', '153.10463']",AU
38,IRM-LAKEPLACID703-2017,2017-09-10,IRONMAN 70.3 Lake Placid Triathlon,1505041200,/_imgss/events/IRM-LAKEPLACID703-2017/1504277976_ironman703-lake-placid-6196.png,IRONMAN 70.3 Placid,America/New_York,standard,https://track.rtrt.me/e/IRM-LAKEPLACID703-2017,937,,,2064,,"Lake Placid NY, United States","['44.28209', '-73.98274']",US
39,IRM-SANTACRUZ703-2017,2017-09-10,IRONMAN 70.3 Santa Cruz Triathlon,1505051400,/_imgss/events/IRM-SANTACRUZ703-2017/1504280051_ironman703-santacruz-1067.png,IRONMAN 70.3 SantaCruz,America/Los_Angeles,standard,https://track.rtrt.me/e/IRM-SANTACRUZ703-2017,938,,,1886,,"Santa Cruz CA, United States","['36.97407', '-122.03096']",US
40,IRM-MWC703-2017,2017-09-10,IRONMAN 70.3 World Championship - Men,1505043000,/_imgss/events/IRM-MWC703-2017/1504910907_2017-icyhot-ironman703-wc-chattanooga-logo-theme-744.png,IRONMAN 70.3 WC,America/New_York,standard,https://track.rtrt.me/e/IRM-MWC703-2017,940,,,2380,,"Chattanooga TN, United States","['35.04672', '-85.30947']",US
41,IRM-RUEGEN703-2017,2017-09-10,IRONMAN 70.3 Ruegen Triathlon,1505030400,/_imgss/events/IRM-RUEGEN703-2017/1504197825_strandrauberbiobiermi-ironman-703-ruegen-5211.png,IRONMAN 70.3 Ruegen,Europe/Berlin,metric,https://track.rtrt.me/e/IRM-RUEGEN703-2017,936,,,1220,,"Binz, Germany","['54.4124', '13.59907']",
42,IRM-ATLANTICCITY703-2017,2017-09-17,IRONMAN 70.3 Atlantic City Triathlon,1505645400,/_imgss/events/IRM-ATLANTICCITY703-2017/1505404120_ironman703-atlanticcity-6184.png,IRONMAN 70.3 AC,America/New_York,standard,https://track.rtrt.me/e/IRM-ATLANTICCITY703-2017,944,,,1765,,"Atlantic City NJ, United States","['39.36288', '-74.42638']",US
43,IRM-PULA703-2017,2017-09-17,IRONMAN 70.3 Pula Triathlon,1505635200,/_imgss/events/IRM-PULA703-2017/1505320473_ironman-703-pulacroatia-9101.png,IRONMAN 70.3 Pula,Europe/Zagreb,metric,https://track.rtrt.me/e/IRM-PULA703-2017,943,,,,,"Pula, Croatia","['44.8658', '13.84945']",
44,IRM-WEYMOUTH703-2017,2017-09-17,IRONMAN 70.3 Weymouth Triathlon,1505627400,/_imgss/events/IRM-WEYMOUTH703-2017/1505316737_ironman703-weymouth-logo-2678.png,IRONMAN 70.3 Weymouth,Europe/London,metric,https://track.rtrt.me/e/IRM-WEYMOUTH703-2017,942,,,1908,,"Weymouth, United Kingdom","['50.61225', '-2.45854']",
45,IRM-EMILIA-2017,2017-09-23,IRONMAN Emilia Romagna,1506144600,/_imgss/events/IRM-EMILIA-2017/1505835622_ironmanemiliaromagna-logo-pos-3509.png,IM Emilia Romagna,Europe/Rome,metric,https://track.rtrt.me/e/IRM-EMILIA-2017,953,,,2082,,"Finale Emilia, Italy","['44.83199', '11.29137']",IT
46,IRM-SUPERFROG703-2017,2017-09-24,IRONMAN 70.3 SUPERFROG Triathlon,1506261600,/_imgss/events/IRM-SUPERFROG703-2017/1505834864_ironman703-superfrog-3599.png,IRONMAN 70.3 SUPERFROG,America/Los_Angeles,standard,https://track.rtrt.me/e/IRM-SUPERFROG703-2017,952,,,565,,"Imperial Beach CA, United States","['32.57657', '-117.1164']",US
47,IRM-CHATTANOOGA-2017,2017-09-24,IRONMAN Chattanooga,1506252000,/_imgss/events/IRM-CHATTANOOGA-2017/1505833968_littledebbie-ironman-chattanooga-1000-1935.png,IRONMAN Chattanooga,America/New_York,standard,https://track.rtrt.me/e/IRM-CHATTANOOGA-2017,948,,,1977,,"Chattanooga TN, United States","['35.04617', '-85.30945']",US
48,IRM-ER5150-2017,2017-09-24,IRONMAN 5150 Cervia Triathlon Emilia Romagna,1506247200,/_imgss/events/IRM-ER5150-2017/1505836137_5150logo1000-1570.png,IRONMAN 5150 Emilia,Europe/Rome,metric,https://track.rtrt.me/e/IRM-ER5150-2017,954,,,504,,"Imola, Italy","['44.35762', '11.7117']",IT
49,IRM-COZUMEL703-2017,2017-09-24,IRONMAN 70.3 Cozumel Triathlon,1506253500,/_imgss/events/IRM-COZUMEL703-2017/1505833728_metlife-ironman-703-cozumel-9654.png,IRONMAN 70.3 Cozumel,America/Cancun,metric,https://track.rtrt.me/e/IRM-COZUMEL703-2017,951,0,,1357,,"Cozumel QROO, Mexico","['20.50872', '-86.94839']",MX
50,IRM-AUGUSTA703-2017,2017-09-24,IRONMAN 70.3 Augusta Triathlon,1506252600,/_imgss/events/IRM-AUGUSTA703-2017/1505825440_ironman703-augusta-6092.png,IRONMAN 70.3 Augusta,America/New_York,standard,https://track.rtrt.me/e/IRM-AUGUSTA703-2017,950,,,2476,,"Augusta GA, United States","['33.44092', '-82.11807']",US
51,IRM-BARCELONA-2017,2017-09-30,IRONMAN Barcelona,1506751680,/_imgss/events/IRM-BARCELONA-2017/1506434618_ironman-barcelona-logo-7428.png,IM Barcelona,Europe/Madrid,metric,https://track.rtrt.me/e/IRM-BARCELONA-2017,957,,,2426,,"Calella, Spain","['41.6147', '2.65736']",ES
52,IRM-TAIWAN-2017,2017-10-01,IRONMAN Taiwan,1506808500,/_imgss/events/IRM-TAIWAN-2017/1506434082_im-apac-event-branding-taiwan-3942.png,IRONMAN Taiwan,Asia/Taipei,metric,https://track.rtrt.me/e/IRM-TAIWAN-2017,956,,,536,,"Penghu County, Taiwan, Taiwan","['23.56965', '119.56611']",
53,IRM-MARYLAND-2017,2017-10-07,IRONMAN Maryland,1507373100,/_imgss/events/IRM-MARYLAND-2017/1536019297_marylandapp-4688.png,IRONMAN Maryland,America/New_York,standard,https://track.rtrt.me/e/IRM-MARYLAND-2017,962,,,1017,,"Cambridge MD, United States","['38.56312', '-76.07806']",
54,IRM-WORLDCHAMPIONSHIP-2017,2017-10-14,IRONMAN World Championship,1507998900,/_imgss/events/IRM-WORLDCHAMPIONSHIP-2017/1506437428_ironman-kona-wc-2017-artboard-8-3354.png,IRONMAN WC17,Pacific/Honolulu,standard,https://track.rtrt.me/e/IRM-WORLDCHAMPIONSHIP-2017,958,,,2221,,"Kailua Kona HI, United States","['19.64014', '-155.99577']",US
55,IRM-TURKEY703-2017,2017-10-15,IRONMAN 70.3 Turkey Triathlon,1508043600,/_imgss/events/IRM-TURKEY703-2017/1507826668_gloria-ironman-703turkey-364.png,IRONMAN 70.3 Turkey,Europe/Istanbul,metric,https://track.rtrt.me/e/IRM-TURKEY703-2017,9705,,,865,,"Serik, Turkey","['36.86344', '31.05902']",TR
56,IRM-LOUISVILLE-2017,2017-10-15,IRONMAN Louisville,1508066400,/_imgss/events/IRM-LOUISVILLE-2017/1506547351_ironman-louisville-3199.png,IRONMAN Louisville,America/New_York,standard,https://track.rtrt.me/e/IRM-LOUISVILLE-2017,963,,,2183,,"Louisville KY, United States","['38.1378', '-85.68635']",US
57,IRM-COQUIMBO03-2017,2017-10-21,IRONMAN Coquimbo 70.3,1508583600,/_imgss/events/IRM-COQUIMBO03-2017/1508421333_1508419143-captura-de-pantalla-2017-10-19-a-las-102354-am-7058-1-2613.png,IRONMAN 70.3 Coquimbo,America/Santiago,metric,https://track.rtrt.me/e/IRM-COQUIMBO03-2017,982,,,354,,"Coquimbo CO, Chile","['-29.9541', '-71.3381']",CL
58,IRM-NORTHCAROLINA703-2017,2017-10-21,IRONMAN 70.3 North Carolina Triathlon,1508584800,/_imgss/events/IRM-NORTHCAROLINA703-2017/1508173812_ironman703-northcarolina-beach2battleship-7532.png,IRONMAN 70.3 NC,America/New_York,standard,https://track.rtrt.me/e/IRM-NORTHCAROLINA703-2017,978,,,1734,,"Wilmington NC, United States","['34.23497', '-77.946']",US
59,IRM-ARIZONA703-2017,2017-10-22,IRONMAN 70.3 Arizona Triathlon,1508678400,/_imgss/events/IRM-ARIZONA703-2017/1508172877_ironman703-arizona-6421.png,IRONMAN 70.3 Arizona,America/Phoenix,standard,https://track.rtrt.me/e/IRM-ARIZONA703-2017,981,,,1269,,"Tempe AZ, United States","['33.42551', '-111.93724']",US
60,IRM-NEWORLEANS703-2017,2017-10-22,IRONMAN 70.3 New Orleans Triathlon,1508673600,/_imgss/events/IRM-NEWORLEANS703-2017/1508172809_ochsner-ironman703-neworleans-5796.png,IRONMAN 70.3 NO,America/Chicago,standard,https://track.rtrt.me/e/IRM-NEWORLEANS703-2017,980,,,,,"New Orleans LA, United States","['29.91733', '-89.98107']",US
61,IRM-MIAMI703-2017,2017-10-22,IRONMAN 70.3 Miami Triathlon,1508671500,/_imgss/events/IRM-MIAMI703-2017/1508173529_citybikes-ironman703-miami-9041.png,IRONMAN 70.3 Miami,America/New_York,standard,https://track.rtrt.me/e/IRM-MIAMI703-2017,979,,,1706,,"Miami FL, United States","['25.729', '-80.23726']",US
62,IRM-AUSTIN703-2017,2017-10-29,IRONMAN 70.3 Austin Triathlon,1509280200,/_imgss/events/IRM-AUSTIN703-2017/1508772424_ironman703-austin-02-7315.png,IRONMAN 70.3 Austin,America/Chicago,standard,https://track.rtrt.me/e/IRM-AUSTIN703-2017,988,,,1541,,"Austin TX, United States","['30.265941', '-97.739496']",US
63,IRM-FLORIDA-2017,2017-11-04,IRONMAN Florida,1509795600,/_imgss/events/IRM-FLORIDA-2017/1509121075_ironman-florida-230120-3091.png,IRONMAN Florida,America/Chicago,standard,https://track.rtrt.me/e/IRM-FLORIDA-2017,989,,,2199,,"Panama City Beach FL, United States","['30.20185', '-85.85092']",US
64,IRM-MALAYSIA-2017,2017-11-11,IRONMAN Malaysia 70.3 / 140.6,1510357200,/_imgss/events/IRM-MALAYSIA-2017/1510329225_comboimmalaysia-1101.png,IRONMAN Malaysia,Asia/Kuala_Lumpur,metric,https://track.rtrt.me/e/IRM-MALAYSIA-2017,1000,,,1330,,"Malaysia, Malaysia","['3.1479', '101.69405']",MY
65,IRM-LOSCABOS-2017,2017-11-12,IRONMAN Los Cabos 70.3 / 140.6,1510492800,/_imgss/events/IRM-LOSCABOS-2017/1510235127_los-cabos1200-7164.png,IRONMAN Los Cabos,America/Mazatlan,metric,https://track.rtrt.me/e/IRM-LOSCABOS-2017,1002,,,921,,"Los Cabos BCS, Mexico","['23.06159', '-109.69529']",
66,IRM-XIAMEN703-2017,2017-11-12,IRONMAN 70.3 Xiamen Triathlon,1510441200,/_imgss/events/IRM-XIAMEN703-2017/1510241336_iamenbank-ironman-703-iamen-asiantriclubchampionship-02-6516.png,IRONMAN 70.3 Xiamen,Asia/Urumqi,metric,https://track.rtrt.me/e/IRM-XIAMEN703-2017,991,,,950,,"China, China","['25.49333', '103.78697']",CN
67,IRM-ARIZONA-2017,2017-11-19,IRONMAN Arizona,1511098800,/_imgss/events/IRM-ARIZONA-2017/1513094758_ironman-arizona-6451.png,IRONMAN Arizona,America/Phoenix,standard,https://track.rtrt.me/e/IRM-ARIZONA-2017,10056,,,2236,0,"Tempe AZ, United States","['33.42551', '-111.93724']",US
68,IRM-BAHRAIN703-2017,2017-11-25,IRONMAN 70.3 Bahrain - Middle Eastern Championship,1511580000,/_imgss/events/IRM-BAHRAIN703-2017/1510679447_ironman703-bahrain-middleeastchampionship--6400.png,IRONMAN 70.3 Bahrain,Asia/Bahrain,metric,https://track.rtrt.me/e/IRM-BAHRAIN703-2017,10069,,,783,,"Manama, Bahrain","['26.22954', '50.576']",BH
69,IRM-FORTALEZA703-2017,2017-11-26,IRONMAN 70.3 Fortaleza,1511686800,/_imgss/events/IRM-FORTALEZA703-2017/1511527950_ironman-fortaleza-logo-2-5326.png,IRONMAN 70.3 Fortaleza,America/Fortaleza,metric,http://www.ironman.com/triathlon/coverage/athlete-tracker.aspx?race=fortaleza70.3&y=2017,1024,,,,,"Fortaleza, Brazil","['-3.71854', '-38.54292']",BR
70,IRM-COZUMEL-2017,2017-11-26,IRONMAN Cozumel,1511698500,/_imgss/events/IRM-COZUMEL-2017/1511322744_ironman-cozumel-230-rev-1-2817.png,IRONMAN Cozumel,America/Cancun,metric,https://track.rtrt.me/e/IRM-COZUMEL-2017,1023,,,1190,,"Cozumel QROO, Mexico","['20.49978', '-86.95449']",
71,IRM-URUGUAY703-2017,2017-11-26,IRONMAN 70.3 Punta Del Este,1511690400,/_imgss/events/IRM-URUGUAY703-2017/1510924971_ironman-703-uruguay-2950.png,IRONMAN 70.3 Uruguay,America/Montevideo,metric,https://track.rtrt.me/e/IRM-URUGUAY703-2017,1019,,,689,,"Maldonado, Uruguay","['-34.93454', '-54.93383']",UY
72,IRM-THAILAND703-2017,2017-11-26,IRONMAN 70.3 Thailand,1511652000,/_imgss/events/IRM-THAILAND703-2017/1510887944_rtrt-logo-8456.png,IRONMAN 70.3 Thailand,Asia/Bangkok,metric,https://track.rtrt.me/e/IRM-THAILAND703-2017,1018,,,1035,,"Thalang, Thailand","['7.99795', '98.2986']",TH
73,IRM-CARTAGENA703-2017,2017-12-03,IRONMAN 70.3 Cartagena,1512299700,/_imgss/events/IRM-CARTAGENA703-2017/1511801351_colombia-8222.png,IRONMAN 70.3 Cartagena,America/Bogota,metric,https://track.rtrt.me/e/IRM-CARTAGENA703-2017,1025,,,1704,,"Cartagena, Colombia","['10.42505', '-75.53837']",CO
74,IRM-MARDELPLATA-2017,2017-12-03,IRONMAN Mar Del Plata,1512292800,/_imgss/events/IRM-MARDELPLATA-2017/1510700194_ironman-mardelplata-2751.png,IRONMAN Mar Del Plata,America/Argentina/Buenos_Aires,metric,https://track.rtrt.me/e/IRM-MARDELPLATA-2017,1007,,,1019,,"Mar del Plata BA, Argentina","['-37.99742', '-57.54847']",AR
75,IRM-TAUPO703-2017,2017-12-09,IRONMAN 70.3 Taupo,1512753300,/_imgss/events/IRM-TAUPO703-2017/1512434096_ironman703-taupo-logo-5945.png,IRONMAN 70.3 Taupo,Pacific/Auckland,metric,https://track.rtrt.me/e/IRM-TAUPO703-2017,1031,,,712,,"Taupo, New Zealand","['-38.68682', '176.0696']",NZ
